Frame,aggregate_count,total_peptides_in_aggregate,avg_aggregate_size
3293,8,7381,922.6
3294,8,7365,920.6
3295,8,7380,922.5
3296,8,7398,924.8
3297,8,7388,923.5
3298,8,7390,923.8
3299,8,7399,924.9
3300,8,7410,926.2
3301,8,7438,929.8
3302,8,7432,929.0
3303,8,7412,926.5
3304,8,7450,931.2
3305,8,7434,929.2
3306,8,7415,926.9
3307,8,7400,925.0
3308,8,7356,919.5
3309,8,7375,921.9
3310,8,7384,923.0
3311,8,7370,921.2
3312,8,7391,923.9
3313,8,7427,928.4
3314,8,7427,928.4
3315,8,7428,928.5
3316,8,7440,930.0
3317,8,7420,927.5
3318,8,7411,926.4
3319,8,7463,932.9
3320,8,7418,927.2
3321,7,7418,1059.7
3322,8,7414,926.8
3323,7,7389,1055.6
3324,7,7435,1062.1
3325,7,7371,1053.0
3326,7,7387,1055.3
3327,7,7383,1054.7
3328,7,7304,1043.4
3329,7,7367,1052.4
3330,7,7374,1053.4
3331,7,7341,1048.7
3332,7,7356,1050.9
3333,7,7405,1057.9
3334,7,7351,1050.1
3335,7,7379,1054.1
3336,7,7379,1054.1
3337,7,7359,1051.3
3338,6,7317,1219.5
3339,6,7331,1221.8
3340,7,7378,1054.0
3341,6,7342,1223.7
3342,7,7335,1047.9
3343,6,7324,1220.7
3344,6,7385,1230.8
3345,6,7322,1220.3
3346,6,7356,1226.0
3347,6,7326,1221.0
3348,6,7370,1228.3
3349,6,7390,1231.7
3350,6,7377,1229.5
3351,6,7370,1228.3
3352,6,7384,1230.7
3353,6,7387,1231.2
3354,6,7406,1234.3
3355,6,7390,1231.7
3356,6,7399,1233.2
3357,6,7403,1233.8
3358,6,7377,1229.5
3359,5,7358,1471.6
3360,5,7370,1474.0
3361,6,7377,1229.5
3362,6,7389,1231.5
3363,5,7336,1467.2
3364,7,7421,1060.1
3365,6,7379,1229.8
3366,6,7417,1236.2
3367,6,7416,1236.0
3368,6,7427,1237.8
3369,6,7444,1240.7
3370,6,7431,1238.5
3371,6,7440,1240.0
3372,6,7423,1237.2
3373,6,7451,1241.8
3374,6,7454,1242.3
3375,5,7413,1482.6
3376,6,7451,1241.8
3377,6,7441,1240.2
3378,6,7404,1234.0
3379,6,7420,1236.7
3380,6,7419,1236.5
3381,6,7425,1237.5
3382,6,7442,1240.3
3383,6,7410,1235.0
3384,6,7435,1239.2
3385,6,7443,1240.5
3386,6,7435,1239.2
3387,6,7412,1235.3
3388,7,7426,1060.9
3389,6,7390,1231.7
3390,6,7416,1236.0
3391,6,7418,1236.3
3392,6,7419,1236.5
3393,6,7387,1231.2
3394,6,7389,1231.5
3395,7,7434,1062.0
3396,7,7457,1065.3
3397,7,7479,1068.4
3398,7,7433,1061.9
3399,6,7412,1235.3
3400,6,7437,1239.5
3401,6,7440,1240.0
3402,6,7444,1240.7
3403,6,7465,1244.2
3404,6,7461,1243.5
3405,6,7460,1243.3
3406,6,7473,1245.5
3407,6,7437,1239.5
3408,6,7449,1241.5
3409,6,7446,1241.0
3410,6,7423,1237.2
3411,6,7423,1237.2
3412,6,7435,1239.2
3413,6,7442,1240.3
3414,6,7435,1239.2
3415,7,7481,1068.7
3416,6,7430,1238.3
3417,7,7467,1066.7
3418,7,7492,1070.3
3419,6,7409,1234.8
3420,7,7488,1069.7
3421,7,7480,1068.6
3422,7,7495,1070.7
3423,7,7468,1066.9
3424,7,7450,1064.3
3425,7,7418,1059.7
3426,7,7425,1060.7
3427,7,7440,1062.9
3428,7,7481,1068.7
3429,7,7482,1068.9
3430,7,7488,1069.7
3431,7,7473,1067.6
3432,7,7450,1064.3
3433,7,7474,1067.7
3434,8,7533,941.6
3435,7,7502,1071.7
3436,8,7500,937.5
3437,7,7486,1069.4
3438,7,7493,1070.4
3439,7,7499,1071.3
3440,7,7487,1069.6
3441,7,7455,1065.0
3442,7,7481,1068.7
3443,6,7422,1237.0
3444,7,7500,1071.4
3445,5,7444,1488.8
3446,6,7481,1246.8
3447,5,7432,1486.4
3448,6,7443,1240.5
3449,5,7416,1483.2
3450,5,7460,1492.0
3451,5,7438,1487.6
3452,5,7430,1486.0
3453,5,7427,1485.4
3454,5,7410,1482.0
3455,6,7480,1246.7
3456,6,7466,1244.3
3457,6,7477,1246.2
3458,6,7454,1242.3
3459,6,7419,1236.5
3460,6,7455,1242.5
3461,6,7466,1244.3
3462,6,7459,1243.2
3463,6,7488,1248.0
3464,6,7501,1250.2
3465,6,7480,1246.7
3466,6,7489,1248.2
3467,6,7468,1244.7
3468,6,7491,1248.5
3469,6,7474,1245.7
3470,7,7539,1077.0
3471,6,7497,1249.5
3472,6,7497,1249.5
3473,6,7455,1242.5
3474,6,7426,1237.7
3475,6,7454,1242.3
3476,6,7459,1243.2
3477,6,7461,1243.5
3478,6,7432,1238.7
3479,6,7421,1236.8
3480,6,7453,1242.2
3481,6,7459,1243.2
3482,6,7459,1243.2
3483,6,7456,1242.7
3484,6,7478,1246.3
3485,6,7493,1248.8
3486,6,7458,1243.0
3487,6,7450,1241.7
3488,6,7459,1243.2
3489,6,7447,1241.2
3490,6,7461,1243.5
3491,6,7469,1244.8
3492,6,7426,1237.7
3493,6,7433,1238.8
3494,6,7424,1237.3
3495,6,7416,1236.0
3496,5,7383,1476.6
3497,5,7422,1484.4
3498,5,7443,1488.6
3499,5,7389,1477.8
3500,5,7400,1480.0
3501,6,7443,1240.5
3502,6,7388,1231.3
3503,6,7404,1234.0
3504,6,7443,1240.5
3505,6,7449,1241.5
3506,5,7438,1487.6
3507,5,7409,1481.8
3508,5,7371,1474.2
3509,7,7433,1061.9
3510,7,7435,1062.1
3511,6,7399,1233.2
3512,6,7401,1233.5
3513,6,7434,1239.0
3514,6,7449,1241.5
3515,6,7441,1240.2
3516,7,7487,1069.6
3517,7,7501,1071.6
3518,7,7496,1070.9
3519,7,7490,1070.0
3520,7,7507,1072.4
3521,7,7501,1071.6
3522,7,7519,1074.1
3523,7,7485,1069.3
3524,7,7491,1070.1
3525,7,7500,1071.4
3526,7,7536,1076.6
3527,7,7538,1076.9
3528,7,7525,1075.0
3529,7,7520,1074.3
3530,7,7518,1074.0
3531,7,7486,1069.4
3532,7,7526,1075.1
3533,7,7514,1073.4
3534,7,7515,1073.6
3535,7,7502,1071.7
3536,7,7502,1071.7
3537,7,7516,1073.7
3538,7,7535,1076.4
3539,7,7513,1073.3
3540,7,7497,1071.0
3541,7,7504,1072.0
3542,7,7491,1070.1
3543,7,7501,1071.6
3544,7,7475,1067.9
3545,7,7492,1070.3
3546,7,7497,1071.0
3547,7,7467,1066.7
3548,7,7468,1066.9
3549,7,7445,1063.6
3550,7,7434,1062.0
3551,7,7443,1063.3
3552,7,7430,1061.4
3553,7,7424,1060.6
3554,7,7417,1059.6
3555,7,7450,1064.3
3556,7,7451,1064.4
3557,7,7450,1064.3
3558,7,7451,1064.4
3559,7,7448,1064.0
3560,7,7438,1062.6
3561,7,7448,1064.0
3562,7,7458,1065.4
3563,7,7438,1062.6
3564,7,7472,1067.4
3565,7,7461,1065.9
3566,7,7460,1065.7
3567,7,7461,1065.9
3568,7,7433,1061.9
3569,7,7437,1062.4
3570,7,7462,1066.0
3571,7,7443,1063.3
3572,7,7444,1063.4
3573,7,7442,1063.1
3574,7,7435,1062.1
3575,7,7408,1058.3
3576,7,7441,1063.0
3577,7,7428,1061.1
3578,7,7427,1061.0
3579,7,7408,1058.3
3580,7,7386,1055.1
3581,7,7389,1055.6
3582,7,7374,1053.4
3583,7,7395,1056.4
3584,7,7401,1057.3
3585,7,7429,1061.3
3586,7,7427,1061.0
3587,7,7398,1056.9
3588,7,7402,1057.4
3589,7,7410,1058.6
3590,7,7410,1058.6
3591,7,7406,1058.0
3592,7,7410,1058.6
3593,7,7328,1046.9
3594,7,7383,1054.7
3595,7,7416,1059.4
3596,7,7394,1056.3
3597,7,7405,1057.9
3598,7,7411,1058.7
3599,7,7382,1054.6
3600,7,7368,1052.6
3601,7,7353,1050.4
3602,7,7386,1055.1
3603,7,7375,1053.6
3604,7,7366,1052.3
3605,7,7376,1053.7
3606,7,7405,1057.9
3607,7,7397,1056.7
3608,7,7327,1046.7
3609,7,7356,1050.9
3610,7,7393,1056.1
3611,7,7431,1061.6
3612,7,7401,1057.3
3613,7,7436,1062.3
3614,7,7438,1062.6
3615,7,7430,1061.4
3616,7,7413,1059.0
3617,7,7452,1064.6
3618,7,7451,1064.4
3619,7,7394,1056.3
3620,7,7446,1063.7
3621,7,7407,1058.1
3622,7,7385,1055.0
3623,7,7406,1058.0
3624,7,7409,1058.4
3625,7,7420,1060.0
3626,7,7435,1062.1
3627,7,7433,1061.9
3628,7,7425,1060.7
3629,7,7423,1060.4
3630,6,7408,1234.7
3631,7,7475,1067.9
3632,7,7448,1064.0
3633,7,7450,1064.3
3634,6,7399,1233.2
3635,6,7429,1238.2
3636,6,7408,1234.7
3637,6,7426,1237.7
3638,6,7422,1237.0
3639,6,7422,1237.0
3640,6,7406,1234.3
3641,7,7482,1068.9
3642,6,7414,1235.7
3643,7,7463,1066.1
3644,7,7468,1066.9
3645,7,7455,1065.0
3646,6,7432,1238.7
3647,6,7414,1235.7
3648,6,7411,1235.2
3649,7,7443,1063.3
3650,6,7402,1233.7
3651,7,7446,1063.7
3652,7,7434,1062.0
3653,6,7391,1231.8
3654,5,7333,1466.6
3655,6,7392,1232.0
3656,5,7340,1468.0
3657,5,7347,1469.4
3658,5,7371,1474.2
3659,5,7373,1474.6
3660,5,7371,1474.2
3661,6,7447,1241.2
3662,5,7419,1483.8
3663,5,7404,1480.8
3664,5,7425,1485.0
3665,6,7475,1245.8
3666,6,7428,1238.0
3667,6,7436,1239.3
3668,6,7459,1243.2
3669,6,7463,1243.8
3670,6,7442,1240.3
3671,5,7378,1475.6
3672,5,7363,1472.6
3673,6,7411,1235.2
3674,5,7399,1479.8
3675,6,7423,1237.2
3676,6,7372,1228.7
3677,6,7411,1235.2
3678,6,7404,1234.0
3679,6,7398,1233.0
3680,6,7375,1229.2
3681,6,7377,1229.5
3682,6,7390,1231.7
3683,6,7393,1232.2
3684,6,7372,1228.7
3685,7,7415,1059.3
3686,6,7366,1227.7
3687,6,7384,1230.7
3688,6,7368,1228.0
3689,6,7366,1227.7
3690,5,7320,1464.0
3691,5,7361,1472.2
3692,5,7314,1462.8
3693,5,7285,1457.0
3694,6,7363,1227.2
3695,6,7372,1228.7
3696,5,7319,1463.8
3697,5,7304,1460.8
3698,5,7282,1456.4
3699,5,7314,1462.8
3700,5,7298,1459.6
3701,5,7297,1459.4
3702,5,7330,1466.0
3703,5,7321,1464.2
3704,5,7294,1458.8
3705,5,7315,1463.0
3706,5,7312,1462.4
3707,5,7322,1464.4
3708,5,7294,1458.8
3709,5,7318,1463.6
3710,5,7328,1465.6
3711,5,7319,1463.8
3712,5,7312,1462.4
3713,5,7315,1463.0
3714,5,7324,1464.8
3715,5,7343,1468.6
3716,5,7315,1463.0
3717,5,7351,1470.2
3718,5,7348,1469.6
3719,5,7311,1462.2
3720,5,7296,1459.2
3721,5,7319,1463.8
3722,5,7339,1467.8
3723,5,7315,1463.0
3724,5,7319,1463.8
3725,5,7320,1464.0
3726,5,7309,1461.8
3727,5,7280,1456.0
3728,6,7288,1214.7
3729,6,7261,1210.2
3730,5,7233,1446.6
3731,7,7376,1053.7
3732,6,7303,1217.2
3733,5,7255,1451.0
3734,5,7278,1455.6
3735,5,7273,1454.6
3736,5,7251,1450.2
3737,5,7194,1438.8
3738,5,7212,1442.4
3739,7,7295,1042.1
3740,7,7273,1039.0
3741,7,7278,1039.7
3742,7,7288,1041.1
3743,8,7311,913.9
3744,8,7316,914.5
3745,7,7285,1040.7
3746,7,7259,1037.0
3747,8,7325,915.6
3748,7,7314,1044.9
3749,7,7352,1050.3
3750,8,7373,921.6
3751,8,7372,921.5
3752,7,7332,1047.4
3753,7,7310,1044.3
3754,7,7324,1046.3
3755,8,7379,922.4
3756,7,7322,1046.0
3757,7,7320,1045.7
3758,7,7327,1046.7
3759,7,7345,1049.3
3760,6,7311,1218.5
3761,6,7333,1222.2
3762,6,7356,1226.0
3763,6,7375,1229.2
3764,6,7357,1226.2
3765,6,7351,1225.2
3766,6,7352,1225.3
3767,7,7479,1068.4
3768,7,7467,1066.7
3769,7,7409,1058.4
3770,6,7341,1223.5
3771,6,7346,1224.3
3772,6,7360,1226.7
3773,7,7427,1061.0
3774,6,7394,1232.3
3775,6,7403,1233.8
3776,5,7388,1477.6
3777,5,7395,1479.0
3778,5,7383,1476.6
3779,5,7391,1478.2
3780,5,7399,1479.8
3781,5,7388,1477.6
3782,5,7395,1479.0
3783,5,7414,1482.8
3784,5,7408,1481.6
3785,5,7400,1480.0
3786,5,7422,1484.4
3787,5,7408,1481.6
3788,5,7432,1486.4
3789,5,7410,1482.0
3790,5,7431,1486.2
3791,5,7434,1486.8
3792,5,7407,1481.4
3793,5,7417,1483.4
3794,5,7417,1483.4
3795,5,7440,1488.0
3796,5,7443,1488.6
3797,5,7432,1486.4
3798,5,7438,1487.6
3799,5,7439,1487.8
3800,5,7439,1487.8
3801,5,7415,1483.0
3802,5,7432,1486.4
3803,5,7432,1486.4
3804,5,7457,1491.4
3805,5,7468,1493.6
3806,5,7452,1490.4
3807,5,7443,1488.6
3808,5,7452,1490.4
3809,5,7418,1483.6
3810,5,7446,1489.2
3811,5,7444,1488.8
3812,5,7424,1484.8
3813,5,7433,1486.6
3814,5,7406,1481.2
3815,5,7430,1486.0
3816,5,7416,1483.2
3817,5,7429,1485.8
3818,5,7443,1488.6
3819,5,7426,1485.2
3820,5,7446,1489.2
3821,5,7461,1492.2
3822,5,7427,1485.4
3823,5,7441,1488.2
3824,5,7445,1489.0
3825,5,7470,1494.0
3826,5,7453,1490.6
3827,5,7453,1490.6
3828,5,7465,1493.0
3829,5,7423,1484.6
3830,5,7387,1477.4
3831,5,7378,1475.6
3832,5,7376,1475.2
3833,5,7353,1470.6
3834,5,7397,1479.4
3835,5,7320,1464.0
3836,6,7383,1230.5
3837,6,7420,1236.7
3838,6,7360,1226.7
3839,6,7414,1235.7
3840,5,7401,1480.2
3841,6,7467,1244.5
3842,6,7444,1240.7
3843,6,7466,1244.3
3844,5,7415,1483.0
3845,5,7434,1486.8
3846,5,7423,1484.6
3847,6,7452,1242.0
3848,5,7382,1476.4
3849,6,7448,1241.3
3850,6,7462,1243.7
3851,6,7423,1237.2
3852,6,7465,1244.2
3853,6,7455,1242.5
3854,6,7469,1244.8
3855,5,7396,1479.2
3856,4,7374,1843.5
3857,5,7398,1479.6
3858,4,7364,1841.0
3859,5,7425,1485.0
3860,5,7440,1488.0
3861,4,7401,1850.2
3862,4,7357,1839.2
3863,5,7411,1482.2
3864,5,7412,1482.4
3865,5,7407,1481.4
3866,5,7435,1487.0
3867,4,7417,1854.2
3868,4,7401,1850.2
3869,4,7437,1859.2
3870,4,7462,1865.5
3871,4,7447,1861.8
3872,4,7482,1870.5
3873,4,7434,1858.5
3874,4,7439,1859.8
3875,4,7436,1859.0
3876,5,7482,1496.4
3877,5,7496,1499.2
3878,5,7502,1500.4
3879,5,7528,1505.6
3880,4,7480,1870.0
3881,4,7484,1871.0
3882,4,7490,1872.5
3883,5,7492,1498.4
3884,4,7432,1858.0
3885,4,7453,1863.2
3886,4,7462,1865.5
3887,5,7492,1498.4
3888,5,7482,1496.4
3889,5,7466,1493.2
3890,5,7480,1496.0
3891,4,7425,1856.2
3892,4,7432,1858.0
3893,4,7421,1855.2
3894,4,7445,1861.2
3895,3,7447,2482.3
3896,4,7393,1848.2
3897,4,7463,1865.8
3898,4,7447,1861.8
3899,4,7430,1857.5
3900,4,7428,1857.0
3901,4,7427,1856.8
3902,4,7437,1859.2
3903,4,7436,1859.0
3904,4,7477,1869.2
3905,4,7482,1870.5
3906,4,7493,1873.2
3907,4,7465,1866.2
3908,4,7452,1863.0
3909,4,7441,1860.2
3910,4,7437,1859.2
3911,4,7414,1853.5
3912,4,7402,1850.5
3913,4,7428,1857.0
3914,4,7430,1857.5
3915,4,7444,1861.0
3916,4,7432,1858.0
3917,4,7462,1865.5
3918,4,7434,1858.5
3919,4,7454,1863.5
3920,4,7463,1865.8
3921,4,7423,1855.8
3922,4,7417,1854.2
3923,4,7386,1846.5
3924,4,7414,1853.5
3925,4,7416,1854.0
3926,4,7421,1855.2
3927,4,7403,1850.8
3928,4,7403,1850.8
3929,4,7422,1855.5
3930,5,7451,1490.2
3931,5,7477,1495.4
3932,5,7490,1498.0
3933,6,7514,1252.3
3934,6,7499,1249.8
3935,4,7420,1855.0
3936,6,7481,1246.8
3937,6,7495,1249.2
3938,6,7471,1245.2
3939,6,7469,1244.8
3940,6,7506,1251.0
3941,5,7441,1488.2
3942,5,7449,1489.8
3943,5,7464,1492.8
3944,5,7473,1494.6
3945,5,7425,1485.0
3946,5,7451,1490.2
3947,6,7497,1249.5
3948,6,7504,1250.7
3949,6,7526,1254.3
3950,7,7520,1074.3
3951,6,7464,1244.0
3952,6,7483,1247.2
3953,6,7442,1240.3
3954,5,7370,1474.0
3955,6,7504,1250.7
3956,6,7503,1250.5
3957,6,7509,1251.5
3958,4,7414,1853.5
3959,4,7435,1858.8
3960,4,7422,1855.5
3961,4,7427,1856.8
3962,4,7437,1859.2
3963,4,7419,1854.8
3964,4,7394,1848.5
3965,4,7397,1849.2
3966,5,7433,1486.6
3967,5,7464,1492.8
3968,5,7454,1490.8
3969,6,7470,1245.0
3970,5,7439,1487.8
3971,5,7435,1487.0
3972,5,7436,1487.2
3973,5,7437,1487.4
3974,5,7448,1489.6
3975,5,7444,1488.8
3976,5,7429,1485.8
3977,6,7456,1242.7
3978,6,7457,1242.8
3979,6,7451,1241.8
3980,5,7432,1486.4
3981,5,7447,1489.4
3982,5,7461,1492.2
3983,5,7465,1493.0
3984,5,7439,1487.8
3985,6,7503,1250.5
3986,6,7478,1246.3
3987,6,7487,1247.8
3988,6,7467,1244.5
3989,6,7463,1243.8
3990,6,7483,1247.2
3991,6,7474,1245.7
3992,6,7493,1248.8
3993,6,7482,1247.0
3994,6,7472,1245.3
3995,6,7476,1246.0
3996,7,7486,1069.4
3997,6,7436,1239.3
3998,7,7485,1069.3
3999,7,7497,1071.0
4000,7,7518,1074.0
4001,7,7517,1073.9
4002,7,7469,1067.0
4003,7,7500,1071.4
4004,7,7476,1068.0
4005,7,7479,1068.4
4006,7,7514,1073.4
4007,7,7497,1071.0
4008,7,7479,1068.4
4009,7,7515,1073.6
4010,7,7494,1070.6
4011,7,7508,1072.6
4012,7,7503,1071.9
4013,7,7516,1073.7
4014,7,7543,1077.6
4015,7,7534,1076.3
4016,7,7509,1072.7
4017,7,7510,1072.9
4018,7,7509,1072.7
4019,7,7500,1071.4
4020,6,7446,1241.0
4021,7,7492,1070.3
4022,7,7498,1071.1
4023,7,7475,1067.9
4024,7,7476,1068.0
4025,7,7475,1067.9
4026,7,7479,1068.4
4027,7,7513,1073.3
4028,7,7507,1072.4
4029,7,7511,1073.0
4030,7,7525,1075.0
4031,7,7521,1074.4
4032,7,7547,1078.1
4033,7,7532,1076.0
4034,7,7541,1077.3
4035,7,7509,1072.7
4036,7,7513,1073.3
4037,7,7515,1073.6
4038,7,7518,1074.0
4039,7,7512,1073.1
4040,7,7524,1074.9
4041,7,7525,1075.0
4042,7,7533,1076.1
4043,7,7521,1074.4
4044,7,7546,1078.0
4045,7,7564,1080.6
4046,7,7546,1078.0
4047,7,7563,1080.4
4048,7,7542,1077.4
4049,7,7548,1078.3
4050,7,7534,1076.3
4051,7,7539,1077.0
4052,7,7544,1077.7
4053,7,7542,1077.4
4054,7,7561,1080.1
4055,7,7574,1082.0
4056,7,7553,1079.0
4057,7,7545,1077.9
4058,7,7542,1077.4
4059,7,7542,1077.4
4060,7,7541,1077.3
4061,7,7545,1077.9
4062,7,7526,1075.1
4063,7,7500,1071.4
4064,7,7553,1079.0
4065,7,7581,1083.0
4066,7,7552,1078.9
4067,7,7550,1078.6
4068,7,7518,1074.0
4069,7,7536,1076.6
4070,7,7518,1074.0
4071,7,7515,1073.6
4072,7,7518,1074.0
4073,7,7515,1073.6
4074,7,7512,1073.1
4075,7,7532,1076.0
4076,7,7494,1070.6
4077,7,7516,1073.7
4078,7,7513,1073.3
4079,7,7492,1070.3
4080,7,7511,1073.0
4081,7,7495,1070.7
4082,7,7496,1070.9
4083,7,7461,1065.9
4084,7,7492,1070.3
4085,7,7444,1063.4
4086,7,7458,1065.4
4087,7,7467,1066.7
4088,7,7458,1065.4
4089,7,7469,1067.0
4090,7,7476,1068.0
4091,7,7472,1067.4
4092,7,7474,1067.7
4093,7,7465,1066.4
4094,7,7468,1066.9
4095,7,7449,1064.1
4096,7,7444,1063.4
4097,7,7443,1063.3
4098,7,7433,1061.9
4099,7,7446,1063.7
4100,7,7450,1064.3
4101,6,7393,1232.2
4102,7,7460,1065.7
4103,7,7483,1069.0
4104,7,7463,1066.1
4105,7,7488,1069.7
4106,7,7485,1069.3
4107,6,7465,1244.2
4108,6,7504,1250.7
4109,7,7480,1068.6
4110,7,7449,1064.1
4111,6,7414,1235.7
4112,7,7493,1070.4
4113,6,7455,1242.5
4114,6,7455,1242.5
4115,6,7419,1236.5
4116,6,7424,1237.3
4117,6,7498,1249.7
4118,6,7459,1243.2
4119,6,7448,1241.3
4120,6,7470,1245.0
4121,6,7465,1244.2
4122,5,7480,1496.0
4123,6,7472,1245.3
4124,6,7452,1242.0
4125,6,7491,1248.5
4126,6,7428,1238.0
4127,6,7433,1238.8
4128,6,7407,1234.5
4129,7,7449,1064.1
4130,7,7509,1072.7
4131,7,7499,1071.3
4132,7,7485,1069.3
4133,6,7472,1245.3
4134,6,7470,1245.0
4135,6,7467,1244.5
4136,6,7486,1247.7
4137,6,7531,1255.2
4138,6,7528,1254.7
4139,6,7504,1250.7
4140,6,7526,1254.3
4141,6,7546,1257.7
4142,6,7516,1252.7
4143,6,7549,1258.2
4144,6,7538,1256.3
4145,6,7525,1254.2
4146,6,7546,1257.7
4147,6,7551,1258.5
4148,6,7528,1254.7
4149,6,7525,1254.2
4150,6,7544,1257.3
4151,5,7503,1500.6
4152,5,7531,1506.2
4153,5,7525,1505.0
4154,5,7523,1504.6
4155,5,7500,1500.0
4156,6,7503,1250.5
4157,6,7512,1252.0
4158,5,7537,1507.4
4159,5,7555,1511.0
4160,6,7555,1259.2
4161,6,7549,1258.2
4162,6,7563,1260.5
4163,6,7560,1260.0
4164,5,7570,1514.0
4165,6,7555,1259.2
4166,6,7509,1251.5
4167,6,7538,1256.3
4168,5,7530,1506.0
4169,5,7523,1504.6
4170,5,7529,1505.8
4171,5,7521,1504.2
4172,4,7473,1868.2
4173,5,7516,1503.2
4174,5,7527,1505.4
4175,5,7555,1511.0
4176,5,7567,1513.4
4177,5,7595,1519.0
4178,5,7578,1515.6
4179,5,7580,1516.0
4180,5,7576,1515.2
4181,5,7605,1521.0
4182,5,7591,1518.2
4183,5,7592,1518.4
4184,5,7609,1521.8
4185,5,7588,1517.6
4186,5,7591,1518.2
4187,5,7577,1515.4
4188,5,7555,1511.0
4189,4,7494,1873.5
4190,4,7519,1879.8
4191,4,7526,1881.5
4192,5,7558,1511.6
4193,4,7524,1881.0
4194,4,7515,1878.8
4195,5,7551,1510.2
4196,5,7531,1506.2
4197,5,7547,1509.4
4198,5,7509,1501.8
4199,5,7495,1499.0
4200,5,7530,1506.0
4201,5,7519,1503.8
4202,5,7516,1503.2
4203,5,7526,1505.2
4204,5,7515,1503.0
4205,5,7512,1502.4
4206,5,7476,1495.2
4207,5,7469,1493.8
4208,6,7491,1248.5
4209,5,7449,1489.8
4210,5,7443,1488.6
4211,5,7445,1489.0
4212,5,7434,1486.8
4213,5,7448,1489.6
4214,5,7467,1493.4
4215,5,7491,1498.2
4216,5,7452,1490.4
4217,5,7469,1493.8
4218,5,7510,1502.0
4219,5,7474,1494.8
4220,5,7464,1492.8
4221,5,7487,1497.4
4222,5,7480,1496.0
4223,5,7479,1495.8
4224,5,7487,1497.4
4225,5,7485,1497.0
4226,5,7423,1484.6
4227,5,7424,1484.8
4228,5,7427,1485.4
4229,5,7437,1487.4
4230,5,7395,1479.0
4231,5,7372,1474.4
4232,5,7392,1478.4
4233,7,7426,1060.9
4234,6,7392,1232.0
4235,7,7403,1057.6
4236,8,7464,933.0
4237,9,7488,832.0
4238,8,7438,929.8
4239,8,7461,932.6
4240,8,7452,931.5
4241,8,7503,937.9
4242,8,7523,940.4
4243,7,7443,1063.3
4244,7,7508,1072.6
4245,6,7462,1243.7
4246,7,7516,1073.7
4247,6,7493,1248.8
4248,7,7516,1073.7
4249,6,7456,1242.7
4250,6,7416,1236.0
4251,6,7422,1237.0
4252,6,7482,1247.0
4253,6,7435,1239.2
4254,6,7411,1235.2
4255,6,7413,1235.5
4256,6,7408,1234.7
4257,6,7420,1236.7
4258,6,7456,1242.7
4259,6,7471,1245.2
4260,7,7445,1063.6
4261,7,7426,1060.9
4262,6,7451,1241.8
4263,5,7410,1482.0
4264,5,7385,1477.0
4265,5,7419,1483.8
4266,5,7382,1476.4
4267,5,7374,1474.8
4268,5,7400,1480.0
4269,5,7397,1479.4
4270,5,7423,1484.6
4271,5,7435,1487.0
4272,5,7451,1490.2
4273,5,7414,1482.8
4274,5,7434,1486.8
4275,5,7443,1488.6
4276,5,7457,1491.4
4277,5,7427,1485.4
4278,5,7433,1486.6
4279,5,7393,1478.6
4280,5,7378,1475.6
4281,5,7394,1478.8
4282,6,7429,1238.2
4283,5,7392,1478.4
4284,6,7398,1233.0
4285,7,7404,1057.7
4286,6,7380,1230.0
4287,5,7323,1464.6
4288,5,7321,1464.2
4289,5,7329,1465.8
4290,5,7314,1462.8
4291,5,7341,1468.2
4292,7,7397,1056.7
4293,5,7314,1462.8
4294,6,7361,1226.8
4295,6,7372,1228.7
4296,6,7371,1228.5
4297,6,7382,1230.3
4298,6,7395,1232.5
4299,6,7406,1234.3
4300,6,7386,1231.0
4301,6,7411,1235.2
4302,4,7318,1829.5
4303,5,7349,1469.8
4304,6,7415,1235.8
4305,6,7413,1235.5
4306,6,7396,1232.7
4307,5,7370,1474.0
4308,6,7440,1240.0
4309,4,7315,1828.8
4310,5,7380,1476.0
4311,5,7379,1475.8
4312,4,7309,1827.2
4313,5,7378,1475.6
4314,4,7362,1840.5
4315,5,7357,1471.4
4316,4,7342,1835.5
4317,5,7376,1475.2
4318,5,7381,1476.2
4319,5,7368,1473.6
4320,5,7372,1474.4
4321,5,7363,1472.6
4322,4,7342,1835.5
4323,4,7342,1835.5
4324,5,7387,1477.4
4325,6,7439,1239.8
4326,5,7392,1478.4
4327,5,7401,1480.2
4328,5,7420,1484.0
4329,5,7426,1485.2
4330,5,7430,1486.0
4331,5,7416,1483.2
4332,5,7372,1474.4
4333,4,7351,1837.8
4334,4,7349,1837.2
4335,4,7383,1845.8
4336,4,7413,1853.2
4337,4,7398,1849.5
4338,4,7367,1841.8
4339,4,7353,1838.2
4340,5,7441,1488.2
4341,5,7382,1476.4
4342,5,7422,1484.4
4343,5,7408,1481.6
4344,5,7435,1487.0
4345,5,7436,1487.2
4346,5,7432,1486.4
4347,6,7482,1247.0
4348,5,7428,1485.6
4349,5,7469,1493.8
4350,5,7461,1492.2
4351,5,7458,1491.6
4352,5,7470,1494.0
4353,5,7460,1492.0
4354,5,7480,1496.0
4355,5,7481,1496.2
4356,5,7475,1495.0
4357,5,7483,1496.6
4358,5,7457,1491.4
4359,5,7446,1489.2
4360,5,7457,1491.4
4361,5,7452,1490.4
4362,5,7453,1490.6
4363,5,7451,1490.2
4364,5,7432,1486.4
4365,5,7429,1485.8
4366,5,7423,1484.6
4367,5,7470,1494.0
4368,5,7459,1491.8
4369,5,7465,1493.0
