Frame,vesicle_count,total_peptides_in_vesicles,avg_vesicle_size
2553,4,2683,670.8
2554,4,2704,676.0
2555,3,2502,834.0
2556,3,2443,814.3
2557,3,2503,834.3
2558,4,2668,667.0
2559,3,2543,847.7
2560,3,2583,861.0
2561,3,2555,851.7
2562,4,2685,671.2
2563,3,2586,862.0
2564,3,2578,859.3
2565,4,2661,665.2
2566,3,2517,839.0
2567,4,2755,688.8
2568,4,2734,683.5
2569,4,2767,691.8
2570,3,2695,898.3
2571,3,2736,912.0
2572,3,2767,922.3
2573,3,2756,918.7
2574,4,2785,696.2
2575,4,2794,698.5
2576,3,2702,900.7
2577,4,2752,688.0
2578,4,2768,692.0
2579,4,2763,690.8
2580,4,2782,695.5
2581,5,2846,569.2
2582,4,2756,689.0
2583,4,2745,686.2
2584,4,2800,700.0
2585,4,2779,694.8
2586,4,2727,681.8
2587,4,2723,680.8
2588,3,2512,837.3
2589,4,2656,664.0
2590,3,2484,828.0
2591,3,2478,826.0
2592,4,2647,661.8
2593,4,2690,672.5
2594,4,2686,671.5
2595,5,2838,567.6
2596,5,2843,568.6
2597,5,2841,568.2
2598,4,2700,675.0
2599,5,2818,563.6
2600,5,2824,564.8
2601,4,2669,667.2
2602,5,2839,567.8
2603,5,2824,564.8
2604,5,2822,564.4
2605,4,2624,656.0
2606,6,2852,475.3
2607,6,2847,474.5
2608,6,2838,473.0
2609,6,2834,472.3
2610,6,2838,473.0
2611,5,2768,553.6
2612,6,2841,473.5
2613,6,2847,474.5
2614,6,2849,474.8
2615,6,2852,475.3
2616,5,2835,567.0
2617,4,2634,658.5
2618,5,2844,568.8
2619,5,2854,570.8
2620,5,2850,570.0
2621,4,2748,687.0
2622,5,2847,569.4
2623,5,2853,570.6
2624,5,2850,570.0
2625,4,2374,593.5
2626,4,2359,589.8
2627,4,2366,591.5
2628,4,2397,599.2
2629,5,2852,570.4
2630,4,2804,701.0
2631,5,2852,570.4
2632,5,2854,570.8
2633,5,2850,570.0
2634,5,2855,571.0
2635,5,2850,570.0
2636,4,2808,702.0
2637,4,2835,708.8
2638,4,2843,710.8
2639,4,2843,710.8
2640,4,2853,713.2
2641,4,2850,712.5
2642,4,2844,711.0
2643,4,2843,710.8
2644,4,2846,711.5
2645,4,2834,708.5
2646,4,2831,707.8
2647,4,2824,706.0
2648,4,2831,707.8
2649,4,2828,707.0
2650,4,2842,710.5
2651,4,2847,711.8
2652,2,2082,1041.0
2653,4,2855,713.8
2654,4,2848,712.0
2655,4,2846,711.5
2656,4,2838,709.5
2657,3,2793,931.0
2658,3,2810,936.7
2659,4,2831,707.8
2660,3,2822,940.7
2661,3,2815,938.3
2662,3,2791,930.3
2663,3,2791,930.3
2664,3,2779,926.3
2665,4,2808,702.0
2666,3,2775,925.0
2667,5,2853,570.6
2668,4,2837,709.2
2669,4,2834,708.5
2670,4,2841,710.2
2671,4,2848,712.0
2672,4,2833,708.2
2673,4,2826,706.5
2674,4,2840,710.0
2675,4,2848,712.0
2676,4,2845,711.2
2677,4,2841,710.2
2678,4,2819,704.8
2679,4,2831,707.8
2680,4,2823,705.8
2681,4,2823,705.8
2682,4,2828,707.0
2683,4,2816,704.0
2684,4,2811,702.8
2685,5,2827,565.4
2686,5,2823,564.6
2687,4,2712,678.0
2688,4,2734,683.5
2689,3,2679,893.0
2690,3,2594,864.7
2691,5,2825,565.0
2692,3,2692,897.3
2693,3,2615,871.7
2694,3,2592,864.0
2695,4,2737,684.2
2696,3,2675,891.7
2697,3,2580,860.0
2698,3,2499,833.0
2699,3,2398,799.3
2700,5,2520,504.0
2701,4,2521,630.2
2702,3,2263,754.3
2703,4,2352,588.0
2704,3,2202,734.0
2705,4,2318,579.5
2706,6,2842,473.7
2707,3,2140,713.3
2708,4,2668,667.0
2709,5,2688,537.6
2710,5,2807,561.4
2711,5,2802,560.4
2712,3,2632,877.3
2713,3,2618,872.7
2714,3,2551,850.3
2715,4,2809,702.2
2716,3,2641,880.3
2717,4,2808,702.0
2718,3,2612,870.7
2719,4,2547,636.8
2720,2,2358,1179.0
2721,3,2520,840.0
2722,3,2478,826.0
2723,2,2257,1128.5
2724,2,2148,1074.0
2725,2,2285,1142.5
2726,3,2361,787.0
2727,3,2452,817.3
2728,2,2454,1227.0
2729,2,2406,1203.0
2730,4,2616,654.0
2731,4,2659,664.8
2732,3,2590,863.3
2733,3,2554,851.3
2734,3,2536,845.3
2735,3,2500,833.3
2736,5,2731,546.2
2737,4,2736,684.0
2738,5,2761,552.2
2739,4,2723,680.8
2740,4,2689,672.2
2741,4,2620,655.0
2742,4,2673,668.2
2743,3,2595,865.0
2744,4,2689,672.2
2745,4,2685,671.2
2746,4,2701,675.2
2747,4,2612,653.0
2748,4,2635,658.8
2749,2,2420,1210.0
2750,4,2738,684.5
2751,4,2675,668.8
2752,5,2840,568.0
2753,4,2763,690.8
2754,4,2767,691.8
2755,4,2758,689.5
2756,4,2737,684.2
2757,3,2706,902.0
2758,3,2711,903.7
2759,3,2768,922.7
2760,3,2832,944.0
2761,3,2819,939.7
2762,3,2812,937.3
2763,3,2818,939.3
2764,3,2805,935.0
2765,3,2809,936.3
2766,3,2803,934.3
2767,3,2796,932.0
2768,3,2806,935.3
2769,3,2811,937.0
2770,3,2788,929.3
2771,3,2772,924.0
2772,4,2805,701.2
2773,3,2703,901.0
2774,4,2715,678.8
2775,3,2700,900.0
2776,3,2678,892.7
2777,3,2725,908.3
2778,3,2749,916.3
2779,3,2688,896.0
2780,3,2722,907.3
2781,4,2775,693.8
2782,5,2833,566.6
2783,4,2697,674.2
2784,4,2744,686.0
2785,4,2742,685.5
2786,3,2650,883.3
2787,4,2755,688.8
2788,2,2606,1303.0
2789,4,2741,685.2
2790,4,2760,690.0
2791,4,2716,679.0
2792,5,2834,566.8
2793,5,2830,566.0
2794,5,2813,562.6
2795,5,2814,562.8
2796,5,2829,565.8
2797,5,2830,566.0
2798,5,2825,565.0
2799,5,2817,563.4
2800,5,2805,561.0
2801,5,2796,559.2
2802,5,2799,559.8
2803,5,2812,562.4
2804,5,2792,558.4
2805,5,2762,552.4
2806,6,2831,471.8
2807,6,2832,472.0
2808,5,2752,550.4
2809,6,2837,472.8
2810,5,2685,537.0
2811,5,2682,536.4
2812,4,2579,644.8
2813,4,2626,656.5
2814,5,2673,534.6
2815,5,2664,532.8
2816,5,2653,530.6
2817,5,2669,533.8
2818,5,2662,532.4
2819,5,2694,538.8
2820,5,2691,538.2
2821,4,2635,658.8
2822,5,2732,546.4
2823,5,2781,556.2
2824,4,2668,667.0
2825,4,2670,667.5
2826,6,2846,474.3
2827,5,2746,549.2
2828,5,2729,545.8
2829,3,2531,843.7
2830,5,2710,542.0
2831,3,2541,847.0
2832,2,2499,1249.5
2833,2,2505,1252.5
2834,3,2598,866.0
2835,2,2514,1257.0
2836,2,2541,1270.5
2837,4,2676,669.0
2838,3,2587,862.3
2839,4,2724,681.0
2840,3,2602,867.3
2841,3,2584,861.3
2842,3,2610,870.0
2843,3,2609,869.7
2844,3,2622,874.0
2845,4,2762,690.5
2846,4,2746,686.5
2847,4,2744,686.0
2848,4,2737,684.2
2849,5,2841,568.2
2850,4,2717,679.2
2851,3,2698,899.3
2852,4,2697,674.2
2853,4,2803,700.8
2854,3,2600,866.7
2855,3,2685,895.0
2856,3,2674,891.3
2857,3,2653,884.3
2858,3,2619,873.0
2859,3,2600,866.7
2860,3,2560,853.3
2861,4,2670,667.5
2862,5,2680,536.0
2863,5,2825,565.0
2864,4,2746,686.5
2865,3,2566,855.3
2866,3,2570,856.7
2867,3,2590,863.3
2868,3,2570,856.7
2869,3,2527,842.3
2870,2,2336,1168.0
2871,3,2570,856.7
2872,4,2629,657.2
2873,3,2605,868.3
2874,3,2577,859.0
2875,2,2365,1182.5
2876,3,2673,891.0
2877,3,2623,874.3
2878,2,2502,1251.0
2879,2,2471,1235.5
2880,2,2527,1263.5
2881,2,2493,1246.5
2882,3,2646,882.0
2883,3,2663,887.7
2884,3,2636,878.7
2885,3,2591,863.7
2886,3,2571,857.0
2887,3,2562,854.0
2888,4,2848,712.0
2889,2,2361,1180.5
2890,2,2355,1177.5
2891,2,2441,1220.5
2892,3,2701,900.3
2893,2,2392,1196.0
2894,3,2644,881.3
2895,3,2637,879.0
2896,2,2360,1180.0
2897,1,1928,1928.0
2898,2,2406,1203.0
2899,2,2450,1225.0
2900,1,1985,1985.0
2901,1,1974,1974.0
2902,2,2428,1214.0
2903,2,2404,1202.0
2904,2,2184,1092.0
2905,2,2184,1092.0
2906,2,2184,1092.0
2907,3,2382,794.0
2908,2,2174,1087.0
2909,2,2172,1086.0
2910,1,1898,1898.0
2911,2,2354,1177.0
2912,2,2343,1171.5
2913,3,2436,812.0
2914,2,2286,1143.0
2915,1,1813,1813.0
2916,1,1868,1868.0
2917,1,1870,1870.0
2918,2,2172,1086.0
2919,2,2176,1088.0
2920,1,1851,1851.0
2921,2,2176,1088.0
2922,2,2176,1088.0
2923,2,2176,1088.0
2924,2,2176,1088.0
2925,3,2599,866.3
2926,3,2619,873.0
2927,3,2601,867.0
2928,2,2176,1088.0
2929,2,2175,1087.5
2930,2,2172,1086.0
2931,3,2529,843.0
2932,3,2553,851.0
2933,3,2589,863.0
2934,3,2588,862.7
2935,3,2596,865.3
2936,3,2640,880.0
2937,3,2661,887.0
2938,3,2653,884.3
2939,3,2711,903.7
2940,3,2748,916.0
2941,3,2706,902.0
2942,3,2682,894.0
2943,3,2665,888.3
2944,3,2627,875.7
2945,3,2637,879.0
2946,3,2641,880.3
2947,3,2604,868.0
2948,3,2603,867.7
2949,4,2840,710.0
2950,4,2840,710.0
2951,4,2837,709.2
2952,4,2838,709.5
2953,4,2839,709.8
2954,3,2736,912.0
2955,3,2738,912.7
2956,3,2742,914.0
2957,3,2748,916.0
2958,3,2711,903.7
2959,3,2695,898.3
2960,3,2665,888.3
2961,4,2838,709.5
2962,2,2379,1189.5
2963,4,2839,709.8
2964,4,2838,709.5
2965,4,2840,710.0
2966,4,2840,710.0
2967,4,2839,709.8
2968,4,2837,709.2
2969,4,2840,710.0
2970,4,2832,708.0
2971,4,2832,708.0
2972,4,2840,710.0
2973,4,2840,710.0
2974,4,2839,709.8
2975,4,2840,710.0
2976,3,2524,841.3
2977,3,2503,834.3
2978,4,2837,709.2
2979,3,2495,831.7
2980,3,2492,830.7
2981,2,2016,1008.0
2982,4,2839,709.8
2983,4,2840,710.0
2984,4,2840,710.0
2985,4,2840,710.0
2986,4,2840,710.0
2987,4,2840,710.0
2988,4,2840,710.0
2989,4,2839,709.8
2990,4,2840,710.0
2991,3,2655,885.0
2992,3,2693,897.7
2993,4,2840,710.0
2994,3,2668,889.3
2995,3,2691,897.0
2996,3,2713,904.3
2997,3,2670,890.0
2998,3,2665,888.3
2999,3,2659,886.3
3000,3,2653,884.3
3001,3,2673,891.0
3002,3,2644,881.3
3003,3,2705,901.7
3004,4,2837,709.2
3005,4,2837,709.2
3006,3,2758,919.3
3007,3,2762,920.7
3008,3,2749,916.3
3009,2,2644,1322.0
3010,2,2664,1332.0
3011,3,2762,920.7
3012,2,2742,1371.0
3013,2,2711,1355.5
3014,2,2736,1368.0
3015,3,2798,932.7
3016,3,2786,928.7
3017,2,2743,1371.5
3018,3,2803,934.3
3019,3,2803,934.3
3020,2,2748,1374.0
3021,3,2781,927.0
3022,2,2787,1393.5
3023,2,2748,1374.0
3024,2,2800,1400.0
3025,2,2792,1396.0
3026,2,2802,1401.0
3027,3,2812,937.3
3028,5,9531,1906.2
3029,3,9443,3147.7
3030,3,2814,938.0
3031,4,9534,2383.5
3032,4,9525,2381.2
3033,4,9524,2381.0
3034,4,9534,2383.5
3035,4,9523,2380.8
3036,4,9510,2377.5
3037,5,9531,1906.2
3038,5,9535,1907.0
3039,4,9498,2374.5
3040,5,9533,1906.6
3041,3,9395,3131.7
3042,4,9492,2373.0
3043,4,9494,2373.5
3044,4,9531,2382.8
3045,4,9536,2384.0
3046,4,9536,2384.0
3047,4,9536,2384.0
3048,4,9536,2384.0
3049,4,9541,2385.2
3050,4,9542,2385.5
3051,4,9544,2386.0
3052,4,9544,2386.0
3053,4,9544,2386.0
3054,4,9544,2386.0
3055,4,9543,2385.8
3056,4,9544,2386.0
3057,4,9544,2386.0
3058,4,9542,2385.5
3059,4,9544,2386.0
3060,3,2839,946.3
3061,3,2839,946.3
3062,3,2840,946.7
3063,3,2840,946.7
3064,3,2838,946.0
3065,3,2840,946.7
3066,3,2832,944.0
3067,3,2832,944.0
3068,3,2831,943.7
3069,3,2832,944.0
3070,3,2831,943.7
3071,3,2832,944.0
3072,3,2831,943.7
3073,3,2827,942.3
3074,3,2824,941.3
3075,3,2832,944.0
3076,3,2832,944.0
3077,3,2829,943.0
3078,3,2832,944.0
3079,3,2830,943.3
3080,3,2824,941.3
3081,3,2829,943.0
3082,3,2828,942.7
3083,3,2831,943.7
3084,3,2831,943.7
3085,3,2829,943.0
3086,3,2830,943.3
3087,3,2825,941.7
3088,3,2818,939.3
3089,3,2827,942.3
3090,3,2817,939.0
3091,3,2809,936.3
3092,3,2811,937.0
3093,3,2825,941.7
3094,3,2827,942.3
3095,4,9527,2381.8
3096,3,2830,943.3
3097,3,2828,942.7
3098,3,2829,943.0
3099,3,2827,942.3
3100,3,2832,944.0
3101,3,2832,944.0
3102,3,2832,944.0
3103,3,2832,944.0
3104,3,2832,944.0
3105,3,2832,944.0
3106,3,2831,943.7
3107,3,2829,943.0
3108,3,2832,944.0
3109,3,2831,943.7
3110,3,2832,944.0
3111,3,2832,944.0
3112,3,2832,944.0
3113,3,2832,944.0
3114,3,2831,943.7
3115,3,2832,944.0
3116,3,2831,943.7
3117,3,2831,943.7
3118,3,2832,944.0
3119,4,9528,2382.0
3120,3,2832,944.0
3121,3,2832,944.0
3122,3,2831,943.7
3123,3,2831,943.7
3124,3,2832,944.0
3125,4,9527,2381.8
3126,3,2831,943.7
3127,3,2832,944.0
3128,3,2832,944.0
3129,4,9528,2382.0
3130,3,2832,944.0
3131,3,2832,944.0
3132,3,2830,943.3
3133,3,2830,943.3
3134,3,2831,943.7
3135,3,2825,941.7
3136,3,2829,943.0
3137,3,2817,939.0
3138,3,2818,939.3
3139,3,2818,939.3
3140,4,9510,2377.5
3141,3,2819,939.7
3142,3,2816,938.7
3143,3,2823,941.0
3144,3,2824,941.3
3145,3,2823,941.0
3146,3,2820,940.0
3147,3,2824,941.3
3148,3,2824,941.3
3149,3,2823,941.0
3150,3,2822,940.7
3151,3,2816,938.7
3152,3,2803,934.3
3153,3,2803,934.3
3154,3,2800,933.3
3155,3,2805,935.0
3156,3,2805,935.0
3157,3,2800,933.3
3158,3,2800,933.3
3159,3,2777,925.7
3160,3,2793,931.0
3161,3,2812,937.3
3162,3,2806,935.3
3163,3,2785,928.3
3164,3,2808,936.0
3165,3,2788,929.3
3166,3,2812,937.3
3167,3,2798,932.7
3168,4,2821,705.2
3169,3,2730,910.0
3170,3,2739,913.0
3171,3,2714,904.7
3172,3,2683,894.3
3173,4,2816,704.0
3174,5,9507,1901.4
3175,4,2813,703.2
3176,3,2625,875.0
3177,4,2800,700.0
3178,3,2659,886.3
3179,3,2634,878.0
3180,3,2713,904.3
3181,3,2723,907.7
3182,3,2701,900.3
3183,4,9342,2335.5
3184,4,9377,2344.2
3185,4,9397,2349.2
3186,4,9409,2352.2
3187,4,9379,2344.8
3188,5,9522,1904.4
3189,5,9515,1903.0
3190,4,2808,702.0
3191,4,2791,697.8
3192,4,2793,698.2
3193,4,2798,699.5
3194,4,2798,699.5
3195,5,2816,563.2
3196,5,2810,562.0
3197,3,2599,866.3
3198,3,2547,849.0
3199,4,2746,686.5
3200,3,2570,856.7
3201,4,2765,691.2
3202,4,2771,692.8
3203,4,2779,694.8
3204,4,2777,694.2
3205,4,2787,696.8
3206,4,2792,698.0
3207,4,2780,695.0
3208,4,2759,689.8
3209,5,2804,560.8
3210,4,2749,687.2
3211,4,2640,660.0
3212,4,2628,657.0
3213,4,2633,658.2
3214,4,2639,659.8
3215,4,2691,672.8
3216,3,2116,705.3
3217,3,2117,705.7
3218,3,2107,702.3
3219,3,2650,883.3
3220,4,2705,676.2
3221,4,2719,679.8
3222,4,2679,669.8
3223,3,2617,872.3
3224,4,2276,569.0
3225,5,2823,564.6
3226,4,2741,685.2
3227,4,2757,689.2
3228,2,2115,1057.5
3229,4,2758,689.5
3230,4,2800,700.0
3231,4,2800,700.0
3232,3,2704,901.3
3233,3,2639,879.7
3234,4,2822,705.5
3235,3,2656,885.3
3236,3,2657,885.7
3237,2,2606,1303.0
3238,1,2083,2083.0
3239,2,2146,1073.0
3240,4,2810,702.5
3241,3,2622,874.0
3242,4,2806,701.5
3243,4,2815,703.8
3244,3,2410,803.3
3245,3,2415,805.0
3246,3,2815,938.3
3247,3,2798,932.7
3248,2,2450,1225.0
3249,3,2800,933.3
3250,3,2782,927.3
3251,3,2787,929.0
3252,4,2819,704.8
3253,4,2822,705.5
3254,3,2778,926.0
3255,3,2776,925.3
3256,4,2815,703.8
3257,3,2776,925.3
3258,3,2797,932.3
3259,3,2773,924.3
3260,3,2763,921.0
3261,3,2766,922.0
3262,3,2752,917.3
3263,3,2773,924.3
3264,3,2805,935.0
3265,3,2802,934.0
3266,3,2794,931.3
3267,2,2670,1335.0
3268,3,2804,934.7
3269,3,2797,932.3
3270,3,2792,930.7
3271,3,2806,935.3
3272,3,2785,928.3
3273,3,2772,924.0
3274,4,2809,702.2
3275,4,2803,700.8
3276,3,2723,907.7
3277,3,2721,907.0
3278,4,2795,698.8
3279,3,2758,919.3
3280,2,2496,1248.0
3281,2,2562,1281.0
3282,2,2534,1267.0
3283,3,2790,930.0
3284,3,2805,935.0
3285,3,2803,934.3
3286,3,2803,934.3
3287,3,2804,934.7
3288,3,2795,931.7
3289,3,2799,933.0
3290,3,2792,930.7
3291,3,2770,923.3
3292,3,2776,925.3
3293,4,2798,699.5
3294,4,2792,698.0
3295,4,2792,698.0
3296,3,2717,905.7
3297,3,2662,887.3
3298,2,2376,1188.0
3299,3,2660,886.7
3300,3,2711,903.7
3301,2,2389,1194.5
3302,3,2476,825.3
3303,2,2410,1205.0
3304,2,2410,1205.0
3305,3,2517,839.0
3306,2,2475,1237.5
3307,3,2552,850.7
3308,2,2494,1247.0
3309,2,2541,1270.5
3310,3,2578,859.3
3311,2,2511,1255.5
3312,2,2529,1264.5
3313,2,2473,1236.5
3314,2,2538,1269.0
3315,2,2550,1275.0
3316,3,2618,872.7
3317,2,2576,1288.0
3318,3,2634,878.0
3319,3,2647,882.3
3320,2,2530,1265.0
3321,2,2517,1258.5
3322,2,2503,1251.5
3323,2,2452,1226.0
3324,2,2426,1213.0
3325,2,2390,1195.0
3326,2,2333,1166.5
3327,4,2816,704.0
3328,3,2703,901.0
3329,2,2442,1221.0
3330,3,2588,862.7
3331,4,2815,703.8
3332,3,2707,902.3
3333,4,2812,703.0
3334,3,2536,845.3
3335,4,2815,703.8
3336,3,2752,917.3
3337,3,2737,912.3
3338,3,2756,918.7
3339,3,2789,929.7
3340,2,2483,1241.5
3341,2,2473,1236.5
3342,2,2563,1281.5
3343,2,2618,1309.0
3344,2,2679,1339.5
3345,2,2636,1318.0
3346,2,2670,1335.0
3347,2,2703,1351.5
3348,2,2706,1353.0
3349,2,2695,1347.5
3350,2,2706,1353.0
3351,1,2166,2166.0
3352,2,2743,1371.5
3353,2,2791,1395.5
3354,2,2729,1364.5
3355,2,2761,1380.5
3356,2,2743,1371.5
3357,1,2173,2173.0
3358,1,2175,2175.0
3359,1,2176,2176.0
3360,1,2176,2176.0
3361,1,2176,2176.0
3362,1,2176,2176.0
3363,1,2175,2175.0
3364,1,2175,2175.0
3365,1,2176,2176.0
3366,1,2175,2175.0
3367,1,2172,2172.0
3368,1,2176,2176.0
3369,3,2652,884.0
3370,1,2162,2162.0
3371,2,2704,1352.0
3372,2,2714,1357.0
3373,1,2176,2176.0
3374,1,2169,2169.0
3375,1,2143,2143.0
3376,1,2159,2159.0
3377,1,2174,2174.0
3378,1,2176,2176.0
3379,1,2168,2168.0
3380,2,2174,1087.0
3381,1,2143,2143.0
3382,1,2154,2154.0
3383,1,2165,2165.0
3384,1,2166,2166.0
3385,2,2644,1322.0
3386,2,2666,1333.0
3387,2,2609,1304.5
3388,2,2662,1331.0
3389,2,2660,1330.0
3390,2,2627,1313.5
3391,2,2619,1309.5
3392,2,2556,1278.0
3393,2,2509,1254.5
3394,2,2565,1282.5
3395,2,2646,1323.0
3396,2,2641,1320.5
3397,2,2556,1278.0
3398,2,2609,1304.5
3399,2,2623,1311.5
3400,2,2603,1301.5
3401,2,2524,1262.0
3402,2,2570,1285.0
3403,2,2504,1252.0
3404,2,2490,1245.0
3405,2,2544,1272.0
3406,2,2506,1253.0
3407,2,2578,1289.0
3408,2,2620,1310.0
3409,2,2653,1326.5
3410,2,2619,1309.5
3411,2,2697,1348.5
3412,2,2740,1370.0
3413,2,2697,1348.5
3414,2,2656,1328.0
3415,2,2625,1312.5
3416,3,9355,3118.3
3417,2,2675,1337.5
3418,2,2592,1296.0
3419,3,2793,931.0
3420,2,2632,1316.0
3421,3,2807,935.7
3422,4,9514,2378.5
3423,4,9510,2377.5
3424,3,9321,3107.0
3425,5,9530,1906.0
3426,3,9321,3107.0
3427,3,2614,871.3
3428,4,2800,700.0
3429,3,2556,852.0
3430,2,2533,1266.5
3431,2,2516,1258.0
3432,3,2556,852.0
3433,2,2561,1280.5
3434,2,2553,1276.5
3435,3,2780,926.7
3436,3,2748,916.0
3437,3,2765,921.7
3438,2,2527,1263.5
3439,1,2139,2139.0
3440,1,2139,2139.0
3441,2,2168,1084.0
3442,3,2728,909.3
3443,3,2544,848.0
3444,2,2556,1278.0
3445,2,2568,1284.0
3446,2,2582,1291.0
3447,3,2576,858.7
3448,2,2545,1272.5
3449,3,2628,876.0
3450,2,2504,1252.0
3451,3,2603,867.7
3452,2,2566,1283.0
3453,2,2554,1277.0
3454,3,2594,864.7
3455,2,2572,1286.0
3456,2,2590,1295.0
3457,3,2634,878.0
3458,3,9282,3094.0
3459,3,9331,3110.3
3460,3,2691,897.0
3461,3,2687,895.7
3462,2,2589,1294.5
3463,2,2573,1286.5
3464,2,2602,1301.0
3465,2,2607,1303.5
3466,4,9413,2353.2
3467,2,2638,1319.0
3468,2,2634,1317.0
3469,2,2653,1326.5
3470,2,2665,1332.5
3471,2,2636,1318.0
3472,2,2652,1326.0
3473,3,9321,3107.0
3474,3,9350,3116.7
3475,2,2563,1281.5
3476,3,2610,870.0
3477,2,2619,1309.5
3478,2,2614,1307.0
3479,3,9328,3109.3
3480,4,9332,2333.0
3481,3,9311,3103.7
3482,4,9360,2340.0
3483,3,2601,867.0
3484,3,2655,885.0
3485,3,2711,903.7
3486,2,2683,1341.5
3487,2,2692,1346.0
3488,3,2737,912.3
3489,2,2665,1332.5
3490,2,2686,1343.0
3491,2,2697,1348.5
3492,2,2725,1362.5
3493,3,2735,911.7
3494,3,2746,915.3
3495,2,2753,1376.5
3496,4,2793,698.2
3497,3,2738,912.7
3498,3,2793,931.0
3499,4,2803,700.8
3500,4,2807,701.8
3501,3,2785,928.3
3502,2,2737,1368.5
3503,1,2168,2168.0
3504,1,2168,2168.0
3505,2,2731,1365.5
3506,3,2773,924.3
3507,3,2747,915.7
3508,3,2755,918.3
3509,3,2778,926.0
3510,2,2767,1383.5
3511,3,9488,3162.7
3512,2,2758,1379.0
3513,2,2769,1384.5
3514,2,2776,1388.0
3515,2,2794,1397.0
3516,2,2801,1400.5
3517,2,2805,1402.5
3518,2,2808,1404.0
3519,2,2807,1403.5
3520,2,2804,1402.0
3521,2,2803,1401.5
3522,2,2801,1400.5
3523,2,2803,1401.5
3524,2,2807,1403.5
3525,2,2807,1403.5
3526,2,2808,1404.0
3527,2,2808,1404.0
3528,2,2803,1401.5
3529,2,2782,1391.0
3530,2,2784,1392.0
3531,2,2792,1396.0
3532,2,2796,1398.0
3533,2,2792,1396.0
3534,2,2771,1385.5
3535,2,2774,1387.0
3536,2,2767,1383.5
3537,3,2796,932.0
3538,2,2754,1377.0
3539,2,2724,1362.0
3540,2,2723,1361.5
3541,2,2680,1340.0
3542,2,2707,1353.5
3543,2,2718,1359.0
3544,2,2713,1356.5
3545,2,2689,1344.5
3546,2,2704,1352.0
3547,2,2724,1362.0
3548,2,2735,1367.5
3549,2,2705,1352.5
3550,2,2758,1379.0
3551,2,2746,1373.0
3552,2,2721,1360.5
3553,2,2632,1316.0
3554,2,2595,1297.5
3555,2,2548,1274.0
3556,2,2168,1084.0
3557,1,2095,2095.0
3558,1,2114,2114.0
3559,1,2129,2129.0
3560,2,2542,1271.0
3561,1,2122,2122.0
3562,2,2577,1288.5
3563,2,2517,1258.5
3564,2,2533,1266.5
3565,2,2522,1261.0
3566,2,2563,1281.5
3567,2,2166,1083.0
3568,2,2518,1259.0
3569,2,2508,1254.0
3570,2,2532,1266.0
3571,2,2586,1293.0
3572,2,2598,1299.0
3573,2,2559,1279.5
3574,2,2483,1241.5
3575,2,2565,1282.5
3576,2,2603,1301.5
3577,3,2607,869.0
3578,3,2569,856.3
3579,2,2570,1285.0
3580,2,2570,1285.0
3581,2,2579,1289.5
3582,2,2557,1278.5
3583,2,2573,1286.5
3584,2,2587,1293.5
3585,2,2556,1278.0
3586,2,2537,1268.5
3587,2,2541,1270.5
3588,2,2515,1257.5
3589,3,2541,847.0
3590,3,9187,3062.3
3591,3,2539,846.3
3592,3,2533,844.3
3593,3,2520,840.0
3594,3,2544,848.0
3595,3,2560,853.3
3596,3,2573,857.7
3597,3,2540,846.7
3598,3,2589,863.0
3599,2,2488,1244.0
3600,3,2565,855.0
3601,2,2158,1079.0
3602,2,2159,1079.5
3603,2,2158,1079.0
3604,1,2061,2061.0
3605,2,2151,1075.5
3606,2,2427,1213.5
3607,2,2450,1225.0
3608,3,2527,842.3
3609,2,2402,1201.0
3610,2,2474,1237.0
3611,3,2584,861.3
3612,2,2499,1249.5
3613,2,2566,1283.0
3614,2,2516,1258.0
3615,3,2586,862.0
3616,3,2579,859.7
3617,3,2564,854.7
3618,2,2168,1084.0
3619,2,2168,1084.0
3620,1,2110,2110.0
3621,2,2168,1084.0
3622,3,2550,850.0
3623,1,2076,2076.0
3624,2,2166,1083.0
3625,2,2528,1264.0
3626,3,2727,909.0
3627,2,2549,1274.5
3628,3,2651,883.7
3629,3,2691,897.0
3630,3,2636,878.7
3631,2,2168,1084.0
3632,3,2679,893.0
3633,3,2696,898.7
3634,4,2806,701.5
3635,4,2798,699.5
3636,3,2719,906.3
3637,3,2688,896.0
3638,4,2805,701.2
3639,4,2789,697.2
3640,3,2677,892.3
3641,3,2617,872.3
3642,3,2647,882.3
3643,3,2622,874.0
3644,3,2588,862.7
3645,3,2586,862.0
3646,3,2578,859.3
3647,3,2598,866.0
3648,3,2660,886.7
3649,3,2651,883.7
3650,4,2783,695.8
3651,3,2755,918.3
3652,4,2808,702.0
3653,3,2780,926.7
3654,3,2786,928.7
3655,3,2789,929.7
3656,3,2769,923.0
3657,3,2777,925.7
3658,3,2770,923.3
3659,3,2746,915.3
3660,4,2814,703.5
3661,5,9534,1906.8
3662,3,2764,921.3
3663,4,2815,703.8
3664,4,2815,703.8
3665,4,9434,2358.5
3666,4,9423,2355.8
3667,3,2678,892.7
3668,4,2816,704.0
3669,5,9543,1908.6
3670,4,9372,2343.0
3671,4,9443,2360.8
3672,4,9463,2365.8
3673,4,9515,2378.8
3674,4,9503,2375.8
3675,4,9485,2371.2
3676,4,9488,2372.0
3677,4,2813,703.2
3678,3,2750,916.7
3679,3,2777,925.7
3680,3,2783,927.7
3681,3,2756,918.7
3682,4,2815,703.8
3683,4,2815,703.8
