Frame,tube_count,total_peptides_in_tubes,avg_tube_size
1347,1,58,58.0
1348,2,136,68.0
1349,0,0,0.0
1350,0,0,0.0
1351,1,56,56.0
1352,0,0,0.0
1353,0,0,0.0
1354,0,0,0.0
1355,1,62,62.0
1356,2,165,82.5
1357,0,0,0.0
1358,2,246,123.0
1359,1,53,53.0
1360,4,483,120.8
1361,0,0,0.0
1362,3,205,68.3
1363,1,116,116.0
1364,0,0,0.0
1365,1,147,147.0
1366,2,114,57.0
1367,0,0,0.0
1368,0,0,0.0
1369,0,0,0.0
1370,1,147,147.0
1371,2,135,67.5
1372,3,217,72.3
1373,3,189,63.0
1374,2,159,79.5
1375,0,0,0.0
1376,0,0,0.0
1377,2,273,136.5
1378,1,80,80.0
1379,2,109,54.5
1380,3,233,77.7
1381,0,0,0.0
1382,3,196,65.3
1383,1,70,70.0
1384,1,65,65.0
1385,1,119,119.0
1386,2,123,61.5
1387,0,0,0.0
1388,0,0,0.0
1389,1,56,56.0
1390,3,212,70.7
1391,0,0,0.0
1392,0,0,0.0
1393,1,63,63.0
1394,1,70,70.0
1395,2,195,97.5
1396,0,0,0.0
1397,3,213,71.0
1398,2,112,56.0
1399,4,310,77.5
1400,1,84,84.0
1401,0,0,0.0
1402,2,136,68.0
1403,1,63,63.0
1404,2,147,73.5
1405,0,0,0.0
1406,0,0,0.0
1407,0,0,0.0
1408,1,55,55.0
1409,1,147,147.0
1410,1,70,70.0
1411,0,0,0.0
1412,0,0,0.0
1413,0,0,0.0
1414,1,63,63.0
1415,1,71,71.0
1416,1,56,56.0
1417,1,56,56.0
1418,3,186,62.0
1419,1,56,56.0
1420,2,186,93.0
1421,0,0,0.0
1422,2,175,87.5
1423,0,0,0.0
1424,0,0,0.0
1425,0,0,0.0
1426,0,0,0.0
1427,1,91,91.0
1428,0,0,0.0
1429,1,119,119.0
1430,1,56,56.0
1431,2,143,71.5
1432,0,0,0.0
1433,3,224,74.7
1434,1,51,51.0
1435,2,221,110.5
1436,0,0,0.0
1437,1,70,70.0
1438,2,166,83.0
1439,2,153,76.5
1440,4,322,80.5
1441,1,63,63.0
1442,1,63,63.0
1443,1,91,91.0
1444,0,0,0.0
1445,2,152,76.0
1446,1,105,105.0
1447,1,76,76.0
1448,2,181,90.5
1449,0,0,0.0
1450,4,366,91.5
1451,2,109,54.5
1452,0,0,0.0
1453,0,0,0.0
1454,0,0,0.0
1455,0,0,0.0
1456,1,56,56.0
1457,1,147,147.0
1458,1,63,63.0
1459,2,279,139.5
1460,0,0,0.0
1461,0,0,0.0
1462,0,0,0.0
1463,1,84,84.0
1464,1,63,63.0
1465,3,383,127.7
1466,0,0,0.0
1467,1,413,413.0
1468,2,119,59.5
1469,0,0,0.0
1470,4,288,72.0
1471,2,115,57.5
1472,0,0,0.0
1473,1,59,59.0
1474,2,119,59.5
1475,5,450,90.0
1476,1,53,53.0
1477,2,122,61.0
1478,2,125,62.5
1479,0,0,0.0
1480,0,0,0.0
1481,1,56,56.0
1482,0,0,0.0
1483,2,294,147.0
1484,1,70,70.0
1485,1,84,84.0
1486,0,0,0.0
1487,0,0,0.0
1488,0,0,0.0
1489,2,120,60.0
1490,0,0,0.0
1491,1,64,64.0
1492,0,0,0.0
1493,3,267,89.0
1494,0,0,0.0
1495,0,0,0.0
1496,2,189,94.5
1497,2,189,94.5
1498,1,67,67.0
1499,0,0,0.0
1500,2,154,77.0
1501,1,77,77.0
1502,0,0,0.0
1503,2,122,61.0
1504,0,0,0.0
1505,2,180,90.0
1506,0,0,0.0
1507,3,222,74.0
1508,0,0,0.0
1509,1,70,70.0
1510,0,0,0.0
1511,1,55,55.0
1512,2,134,67.0
1513,0,0,0.0
1514,3,231,77.0
1515,1,150,150.0
1516,1,112,112.0
1517,0,0,0.0
1518,1,88,88.0
1519,2,209,104.5
1520,0,0,0.0
1521,2,116,58.0
1522,4,268,67.0
1523,2,128,64.0
1524,3,199,66.3
1525,0,0,0.0
1526,1,56,56.0
1527,0,0,0.0
1528,2,142,71.0
1529,1,161,161.0
1530,0,0,0.0
1531,0,0,0.0
1532,2,133,66.5
1533,3,224,74.7
1534,1,84,84.0
1535,0,0,0.0
1536,1,65,65.0
1537,2,212,106.0
1538,1,63,63.0
1539,3,162,54.0
1540,1,137,137.0
1541,2,152,76.0
1542,4,268,67.0
1543,0,0,0.0
1544,1,70,70.0
1545,1,56,56.0
1546,1,56,56.0
1547,1,129,129.0
1548,0,0,0.0
1549,0,0,0.0
1550,0,0,0.0
1551,0,0,0.0
1552,2,114,57.0
1553,1,67,67.0
1554,2,196,98.0
1555,4,485,121.2
1556,2,224,112.0
1557,0,0,0.0
1558,0,0,0.0
1559,1,56,56.0
1560,0,0,0.0
1561,3,467,155.7
1562,3,200,66.7
1563,1,63,63.0
1564,0,0,0.0
1565,2,134,67.0
1566,0,0,0.0
1567,2,345,172.5
1568,0,0,0.0
1569,0,0,0.0
1570,0,0,0.0
1571,0,0,0.0
1572,2,119,59.5
1573,0,0,0.0
1574,1,50,50.0
1575,1,116,116.0
1576,0,0,0.0
1577,0,0,0.0
1578,0,0,0.0
1579,0,0,0.0
1580,0,0,0.0
1581,0,0,0.0
1582,1,56,56.0
1583,0,0,0.0
1584,1,53,53.0
1585,1,63,63.0
1586,2,170,85.0
1587,1,62,62.0
1588,0,0,0.0
1589,0,0,0.0
1590,1,53,53.0
1591,0,0,0.0
1592,1,84,84.0
1593,2,112,56.0
1594,1,70,70.0
1595,0,0,0.0
1596,2,196,98.0
1597,1,56,56.0
1598,0,0,0.0
1599,1,52,52.0
1600,0,0,0.0
1601,2,371,185.5
1602,1,57,57.0
1603,3,336,112.0
1604,0,0,0.0
1605,1,56,56.0
1606,1,50,50.0
1607,3,270,90.0
1608,1,119,119.0
1609,0,0,0.0
1610,1,63,63.0
1611,2,140,70.0
1612,0,0,0.0
1613,3,231,77.0
1614,0,0,0.0
1615,0,0,0.0
1616,3,205,68.3
1617,1,56,56.0
1618,0,0,0.0
1619,0,0,0.0
1620,0,0,0.0
1621,1,56,56.0
1622,1,70,70.0
1623,1,56,56.0
1624,2,133,66.5
1625,0,0,0.0
1626,0,0,0.0
1627,1,84,84.0
1628,1,61,61.0
1629,0,0,0.0
1630,0,0,0.0
1631,1,66,66.0
1632,1,56,56.0
1633,1,51,51.0
1634,1,101,101.0
1635,3,572,190.7
1636,0,0,0.0
1637,1,51,51.0
1638,1,55,55.0
1639,0,0,0.0
1640,0,0,0.0
1641,2,124,62.0
1642,0,0,0.0
1643,1,80,80.0
1644,4,415,103.8
1645,2,161,80.5
1646,1,105,105.0
1647,0,0,0.0
1648,0,0,0.0
1649,1,84,84.0
1650,1,56,56.0
1651,1,224,224.0
1652,2,134,67.0
1653,2,133,66.5
1654,2,169,84.5
1655,0,0,0.0
1656,2,133,66.5
1657,4,322,80.5
1658,0,0,0.0
1659,1,56,56.0
1660,3,189,63.0
1661,1,74,74.0
1662,2,119,59.5
1663,1,70,70.0
1664,0,0,0.0
1665,2,147,73.5
1666,1,63,63.0
1667,1,82,82.0
1668,0,0,0.0
1669,4,271,67.8
1670,2,130,65.0
1671,1,56,56.0
1672,2,108,54.0
1673,3,202,67.3
1674,2,119,59.5
1675,3,203,67.7
1676,0,0,0.0
1677,2,140,70.0
1678,0,0,0.0
1679,0,0,0.0
1680,0,0,0.0
1681,3,577,192.3
1682,1,63,63.0
1683,2,162,81.0
1684,0,0,0.0
1685,1,102,102.0
1686,2,136,68.0
1687,1,58,58.0
1688,0,0,0.0
1689,0,0,0.0
1690,0,0,0.0
1691,2,147,73.5
1692,1,57,57.0
1693,1,63,63.0
1694,0,0,0.0
1695,2,126,63.0
1696,0,0,0.0
1697,2,161,80.5
1698,1,63,63.0
1699,2,195,97.5
1700,0,0,0.0
1701,1,56,56.0
1702,1,51,51.0
1703,1,56,56.0
1704,0,0,0.0
1705,0,0,0.0
1706,0,0,0.0
1707,0,0,0.0
1708,0,0,0.0
1709,1,63,63.0
1710,0,0,0.0
1711,2,168,84.0
1712,1,116,116.0
1713,0,0,0.0
1714,1,56,56.0
1715,0,0,0.0
1716,0,0,0.0
1717,2,179,89.5
1718,0,0,0.0
1719,0,0,0.0
1720,1,112,112.0
1721,0,0,0.0
1722,2,124,62.0
1723,2,152,76.0
1724,0,0,0.0
1725,2,126,63.0
1726,0,0,0.0
1727,0,0,0.0
1728,0,0,0.0
1729,1,52,52.0
1730,0,0,0.0
1731,1,57,57.0
1732,2,159,79.5
1733,2,144,72.0
1734,1,77,77.0
1735,1,52,52.0
1736,2,135,67.5
1737,1,56,56.0
1738,0,0,0.0
1739,1,57,57.0
1740,0,0,0.0
1741,0,0,0.0
1742,1,140,140.0
1743,0,0,0.0
1744,0,0,0.0
1745,2,117,58.5
1746,2,155,77.5
1747,0,0,0.0
1748,0,0,0.0
1749,0,0,0.0
1750,0,0,0.0
1751,1,98,98.0
1752,2,195,97.5
1753,1,54,54.0
1754,0,0,0.0
1755,1,84,84.0
1756,4,837,209.2
1757,1,56,56.0
1758,1,62,62.0
1759,1,63,63.0
1760,0,0,0.0
1761,1,77,77.0
1762,1,126,126.0
1763,1,102,102.0
1764,3,181,60.3
1765,1,56,56.0
1766,1,52,52.0
1767,1,66,66.0
1768,1,56,56.0
1769,0,0,0.0
1770,1,70,70.0
1771,2,343,171.5
1772,1,217,217.0
1773,3,223,74.3
1774,0,0,0.0
1775,0,0,0.0
1776,1,56,56.0
1777,2,465,232.5
1778,2,126,63.0
1779,0,0,0.0
1780,4,280,70.0
1781,1,56,56.0
1782,0,0,0.0
1783,3,290,96.7
1784,0,0,0.0
1785,3,208,69.3
1786,0,0,0.0
1787,0,0,0.0
1788,1,56,56.0
1789,1,56,56.0
1790,0,0,0.0
1791,1,63,63.0
1792,0,0,0.0
1793,0,0,0.0
1794,0,0,0.0
1795,1,56,56.0
1796,1,63,63.0
1797,1,56,56.0
1798,2,159,79.5
1799,2,133,66.5
1800,1,168,168.0
1801,0,0,0.0
1802,1,56,56.0
1803,4,288,72.0
1804,1,63,63.0
1805,3,279,93.0
1806,0,0,0.0
1807,0,0,0.0
1808,1,63,63.0
1809,1,54,54.0
1810,1,63,63.0
1811,2,112,56.0
1812,2,102,51.0
1813,2,126,63.0
1814,2,159,79.5
1815,3,176,58.7
1816,1,73,73.0
1817,2,124,62.0
1818,2,252,126.0
1819,3,221,73.7
1820,0,0,0.0
1821,0,0,0.0
1822,1,68,68.0
1823,4,550,137.5
1824,1,70,70.0
1825,0,0,0.0
1826,0,0,0.0
1827,0,0,0.0
1828,2,184,92.0
1829,0,0,0.0
1830,3,210,70.0
1831,4,334,83.5
1832,1,88,88.0
1833,1,56,56.0
1834,0,0,0.0
1835,2,153,76.5
1836,3,250,83.3
1837,2,145,72.5
1838,0,0,0.0
1839,0,0,0.0
1840,1,63,63.0
1841,1,67,67.0
1842,0,0,0.0
1843,0,0,0.0
1844,0,0,0.0
1845,2,134,67.0
1846,3,288,96.0
1847,5,419,83.8
1848,1,91,91.0
1849,1,112,112.0
1850,0,0,0.0
1851,0,0,0.0
1852,1,86,86.0
1853,2,122,61.0
1854,1,63,63.0
1855,0,0,0.0
1856,1,297,297.0
1857,1,53,53.0
1858,1,63,63.0
1859,1,56,56.0
1860,4,257,64.2
1861,2,125,62.5
1862,1,54,54.0
1863,3,167,55.7
1864,0,0,0.0
1865,0,0,0.0
1866,0,0,0.0
1867,1,56,56.0
1868,0,0,0.0
1869,1,203,203.0
1870,1,70,70.0
1871,1,91,91.0
1872,3,434,144.7
1873,4,387,96.8
1874,0,0,0.0
1875,2,127,63.5
1876,0,0,0.0
1877,1,60,60.0
1878,1,56,56.0
1879,0,0,0.0
1880,1,56,56.0
1881,1,84,84.0
1882,1,97,97.0
1883,2,170,85.0
1884,0,0,0.0
1885,0,0,0.0
1886,1,52,52.0
1887,0,0,0.0
1888,2,140,70.0
1889,0,0,0.0
1890,1,70,70.0
1891,1,63,63.0
1892,1,126,126.0
1893,1,168,168.0
1894,1,70,70.0
1895,2,169,84.5
1896,2,162,81.0
1897,1,70,70.0
1898,1,112,112.0
1899,1,59,59.0
1900,2,126,63.0
1901,1,63,63.0
1902,0,0,0.0
1903,1,61,61.0
1904,1,56,56.0
1905,4,218,54.5
1906,1,112,112.0
1907,2,119,59.5
1908,0,0,0.0
1909,3,217,72.3
1910,0,0,0.0
1911,3,210,70.0
1912,1,88,88.0
1913,2,146,73.0
1914,3,193,64.3
1915,1,56,56.0
1916,2,157,78.5
1917,4,520,130.0
1918,2,162,81.0
1919,2,112,56.0
1920,2,315,157.5
1921,3,180,60.0
1922,2,117,58.5
1923,1,56,56.0
1924,3,206,68.7
1925,2,118,59.0
1926,1,56,56.0
1927,1,84,84.0
1928,2,117,58.5
1929,1,98,98.0
1930,3,247,82.3
1931,1,55,55.0
1932,2,143,71.5
1933,3,192,64.0
1934,1,56,56.0
1935,0,0,0.0
1936,0,0,0.0
1937,3,185,61.7
1938,1,70,70.0
1939,1,63,63.0
1940,1,62,62.0
1941,1,84,84.0
1942,0,0,0.0
1943,2,111,55.5
1944,1,84,84.0
1945,1,63,63.0
1946,0,0,0.0
1947,3,182,60.7
1948,0,0,0.0
1949,0,0,0.0
1950,2,112,56.0
1951,0,0,0.0
1952,0,0,0.0
1953,1,91,91.0
1954,0,0,0.0
1955,1,56,56.0
1956,1,56,56.0
1957,0,0,0.0
1958,0,0,0.0
1959,1,98,98.0
1960,0,0,0.0
1961,0,0,0.0
1962,2,150,75.0
1963,2,119,59.5
1964,2,140,70.0
1965,1,62,62.0
1966,1,53,53.0
1967,1,56,56.0
1968,3,292,97.3
1969,1,112,112.0
1970,1,84,84.0
1971,0,0,0.0
1972,0,0,0.0
1973,0,0,0.0
1974,1,90,90.0
1975,3,180,60.0
1976,1,77,77.0
1977,0,0,0.0
1978,1,50,50.0
1979,1,56,56.0
1980,0,0,0.0
1981,0,0,0.0
1982,1,64,64.0
1983,2,154,77.0
1984,0,0,0.0
1985,0,0,0.0
1986,0,0,0.0
1987,1,83,83.0
1988,1,57,57.0
1989,2,143,71.5
1990,0,0,0.0
1991,3,200,66.7
1992,2,165,82.5
1993,1,70,70.0
1994,0,0,0.0
1995,1,63,63.0
1996,1,98,98.0
1997,2,176,88.0
1998,1,53,53.0
1999,2,127,63.5
2000,0,0,0.0
2001,1,432,432.0
2002,0,0,0.0
2003,0,0,0.0
2004,1,56,56.0
2005,3,485,161.7
2006,0,0,0.0
2007,1,83,83.0
2008,0,0,0.0
2009,0,0,0.0
2010,1,84,84.0
2011,1,56,56.0
2012,0,0,0.0
2013,1,63,63.0
2014,0,0,0.0
2015,2,134,67.0
2016,1,98,98.0
2017,2,119,59.5
2018,1,83,83.0
2019,3,182,60.7
2020,1,91,91.0
2021,0,0,0.0
2022,0,0,0.0
2023,1,68,68.0
2024,1,56,56.0
2025,1,63,63.0
2026,0,0,0.0
2027,0,0,0.0
2028,3,308,102.7
2029,0,0,0.0
2030,2,112,56.0
2031,2,140,70.0
2032,1,224,224.0
2033,3,212,70.7
2034,1,50,50.0
2035,2,112,56.0
2036,0,0,0.0
2037,0,0,0.0
2038,2,189,94.5
2039,2,135,67.5
2040,3,343,114.3
2041,2,179,89.5
2042,1,91,91.0
2043,0,0,0.0
2044,3,203,67.7
2045,0,0,0.0
2046,3,179,59.7
2047,3,196,65.3
2048,2,351,175.5
2049,2,195,97.5
2050,2,133,66.5
2051,0,0,0.0
2052,0,0,0.0
2053,0,0,0.0
2054,2,130,65.0
2055,0,0,0.0
2056,1,84,84.0
2057,0,0,0.0
2058,0,0,0.0
2059,1,56,56.0
2060,0,0,0.0
2061,1,77,77.0
2062,0,0,0.0
2063,0,0,0.0
2064,1,99,99.0
2065,2,110,55.0
2066,0,0,0.0
2067,0,0,0.0
2068,1,133,133.0
2069,0,0,0.0
2070,0,0,0.0
2071,1,224,224.0
2072,1,56,56.0
2073,0,0,0.0
2074,0,0,0.0
2075,1,72,72.0
2076,0,0,0.0
2077,1,94,94.0
2078,0,0,0.0
2079,1,55,55.0
2080,0,0,0.0
2081,0,0,0.0
2082,0,0,0.0
2083,1,56,56.0
2084,1,76,76.0
2085,1,52,52.0
2086,0,0,0.0
2087,0,0,0.0
2088,1,91,91.0
2089,0,0,0.0
2090,1,63,63.0
2091,0,0,0.0
2092,1,91,91.0
2093,1,62,62.0
2094,1,98,98.0
2095,0,0,0.0
2096,3,207,69.0
2097,2,114,57.0
2098,1,56,56.0
2099,0,0,0.0
2100,1,61,61.0
2101,0,0,0.0
2102,0,0,0.0
2103,0,0,0.0
2104,0,0,0.0
2105,1,55,55.0
2106,0,0,0.0
2107,0,0,0.0
2108,0,0,0.0
2109,0,0,0.0
2110,1,53,53.0
2111,1,84,84.0
2112,1,70,70.0
2113,2,133,66.5
2114,4,265,66.2
2115,3,210,70.0
2116,0,0,0.0
2117,0,0,0.0
2118,2,134,67.0
2119,0,0,0.0
2120,1,427,427.0
2121,0,0,0.0
2122,1,70,70.0
2123,1,63,63.0
2124,0,0,0.0
2125,2,121,60.5
2126,0,0,0.0
2127,0,0,0.0
2128,0,0,0.0
2129,1,56,56.0
2130,1,84,84.0
2131,0,0,0.0
2132,2,173,86.5
2133,0,0,0.0
2134,3,183,61.0
2135,0,0,0.0
2136,0,0,0.0
2137,1,73,73.0
2138,1,72,72.0
2139,0,0,0.0
2140,1,70,70.0
2141,2,146,73.0
2142,1,56,56.0
2143,0,0,0.0
2144,1,81,81.0
2145,3,344,114.7
2146,1,63,63.0
2147,0,0,0.0
2148,1,70,70.0
2149,4,250,62.5
2150,3,296,98.7
2151,3,216,72.0
2152,2,208,104.0
2153,1,70,70.0
2154,4,307,76.8
2155,4,312,78.0
2156,2,126,63.0
2157,1,77,77.0
2158,0,0,0.0
2159,0,0,0.0
2160,3,199,66.3
2161,1,56,56.0
2162,0,0,0.0
2163,2,210,105.0
2164,2,133,66.5
2165,0,0,0.0
2166,0,0,0.0
2167,1,65,65.0
2168,0,0,0.0
2169,2,131,65.5
2170,0,0,0.0
2171,2,161,80.5
2172,0,0,0.0
2173,2,147,73.5
2174,1,56,56.0
2175,0,0,0.0
2176,0,0,0.0
2177,1,84,84.0
2178,1,161,161.0
2179,1,77,77.0
2180,0,0,0.0
2181,1,112,112.0
2182,2,118,59.0
2183,1,51,51.0
2184,1,71,71.0
2185,2,161,80.5
2186,0,0,0.0
2187,3,189,63.0
2188,2,119,59.5
2189,1,50,50.0
2190,0,0,0.0
2191,2,171,85.5
2192,2,161,80.5
2193,0,0,0.0
2194,0,0,0.0
2195,0,0,0.0
2196,0,0,0.0
2197,2,168,84.0
2198,0,0,0.0
2199,1,77,77.0
2200,1,68,68.0
2201,2,182,91.0
2202,4,301,75.2
2203,1,70,70.0
2204,3,228,76.0
2205,0,0,0.0
2206,1,81,81.0
2207,1,50,50.0
2208,3,244,81.3
2209,1,114,114.0
2210,2,112,56.0
2211,0,0,0.0
2212,2,183,91.5
2213,1,50,50.0
2214,1,161,161.0
2215,2,147,73.5
2216,0,0,0.0
2217,1,84,84.0
2218,0,0,0.0
2219,0,0,0.0
2220,3,277,92.3
2221,0,0,0.0
2222,1,59,59.0
2223,0,0,0.0
2224,2,175,87.5
2225,1,63,63.0
2226,1,77,77.0
2227,2,123,61.5
2228,1,70,70.0
2229,0,0,0.0
2230,3,221,73.7
2231,0,0,0.0
2232,2,112,56.0
2233,1,58,58.0
2234,0,0,0.0
2235,0,0,0.0
2236,1,98,98.0
2237,2,136,68.0
2238,1,56,56.0
2239,1,56,56.0
2240,0,0,0.0
2241,1,98,98.0
2242,0,0,0.0
2243,2,135,67.5
2244,0,0,0.0
2245,1,70,70.0
2246,1,56,56.0
2247,0,0,0.0
2248,1,97,97.0
2249,3,220,73.3
2250,1,56,56.0
2251,5,476,95.2
2252,0,0,0.0
2253,0,0,0.0
2254,2,133,66.5
2255,0,0,0.0
2256,1,63,63.0
2257,1,70,70.0
2258,4,280,70.0
2259,2,119,59.5
2260,2,108,54.0
2261,2,119,59.5
2262,0,0,0.0
2263,0,0,0.0
2264,0,0,0.0
2265,0,0,0.0
2266,1,63,63.0
2267,1,63,63.0
2268,1,51,51.0
2269,3,237,79.0
2270,1,70,70.0
2271,1,63,63.0
2272,1,56,56.0
2273,0,0,0.0
2274,0,0,0.0
2275,0,0,0.0
2276,1,280,280.0
2277,1,147,147.0
2278,1,98,98.0
2279,0,0,0.0
2280,1,56,56.0
2281,0,0,0.0
2282,3,214,71.3
2283,1,91,91.0
2284,1,70,70.0
2285,2,155,77.5
2286,2,154,77.0
2287,0,0,0.0
2288,1,63,63.0
2289,2,133,66.5
2290,1,70,70.0
2291,0,0,0.0
2292,0,0,0.0
2293,0,0,0.0
2294,1,70,70.0
2295,3,211,70.3
2296,1,63,63.0
2297,1,110,110.0
2298,0,0,0.0
2299,2,142,71.0
2300,0,0,0.0
2301,1,126,126.0
2302,0,0,0.0
2303,2,112,56.0
2304,0,0,0.0
2305,0,0,0.0
2306,0,0,0.0
2307,2,243,121.5
2308,2,182,91.0
2309,1,126,126.0
2310,0,0,0.0
2311,0,0,0.0
2312,3,201,67.0
2313,0,0,0.0
2314,0,0,0.0
2315,1,52,52.0
2316,1,133,133.0
2317,2,132,66.0
2318,2,154,77.0
2319,2,118,59.0
2320,2,140,70.0
2321,1,63,63.0
2322,0,0,0.0
2323,0,0,0.0
2324,0,0,0.0
2325,3,200,66.7
2326,1,56,56.0
2327,2,119,59.5
2328,0,0,0.0
2329,1,56,56.0
2330,1,70,70.0
2331,0,0,0.0
2332,1,63,63.0
2333,0,0,0.0
2334,0,0,0.0
2335,2,127,63.5
2336,2,243,121.5
2337,1,90,90.0
2338,0,0,0.0
2339,0,0,0.0
2340,2,129,64.5
2341,0,0,0.0
2342,0,0,0.0
2343,1,55,55.0
2344,1,84,84.0
2345,2,136,68.0
2346,0,0,0.0
2347,1,71,71.0
2348,3,454,151.3
2349,2,132,66.0
2350,1,399,399.0
2351,2,108,54.0
2352,1,84,84.0
2353,1,63,63.0
2354,2,181,90.5
2355,2,147,73.5
2356,0,0,0.0
2357,0,0,0.0
2358,0,0,0.0
2359,1,85,85.0
2360,1,55,55.0
2361,0,0,0.0
2362,1,88,88.0
2363,0,0,0.0
2364,0,0,0.0
2365,2,252,126.0
2366,1,55,55.0
2367,1,56,56.0
2368,1,168,168.0
2369,3,256,85.3
2370,3,236,78.7
2371,3,177,59.0
2372,1,91,91.0
2373,1,63,63.0
2374,1,69,69.0
2375,1,182,182.0
2376,1,77,77.0
2377,2,147,73.5
2378,1,126,126.0
2379,1,52,52.0
2380,1,105,105.0
2381,2,187,93.5
2382,0,0,0.0
2383,0,0,0.0
2384,1,56,56.0
2385,2,116,58.0
2386,1,56,56.0
2387,0,0,0.0
2388,2,126,63.0
2389,1,51,51.0
2390,1,56,56.0
2391,3,196,65.3
2392,0,0,0.0
2393,2,116,58.0
2394,2,144,72.0
2395,0,0,0.0
2396,2,172,86.0
2397,2,126,63.0
2398,0,0,0.0
2399,0,0,0.0
2400,2,147,73.5
2401,2,111,55.5
2402,0,0,0.0
2403,0,0,0.0
2404,1,145,145.0
2405,1,50,50.0
2406,1,56,56.0
2407,2,210,105.0
2408,0,0,0.0
2409,1,110,110.0
2410,0,0,0.0
2411,2,154,77.0
2412,3,242,80.7
2413,2,116,58.0
2414,1,101,101.0
2415,0,0,0.0
2416,1,64,64.0
2417,0,0,0.0
2418,0,0,0.0
2419,1,60,60.0
2420,1,133,133.0
2421,2,215,107.5
2422,2,115,57.5
2423,1,56,56.0
2424,0,0,0.0
2425,0,0,0.0
2426,1,55,55.0
2427,0,0,0.0
2428,1,63,63.0
2429,1,76,76.0
2430,3,200,66.7
2431,3,168,56.0
2432,1,56,56.0
2433,1,56,56.0
2434,1,56,56.0
2435,0,0,0.0
2436,0,0,0.0
2437,1,80,80.0
2438,1,70,70.0
2439,1,98,98.0
2440,1,126,126.0
2441,2,136,68.0
2442,2,130,65.0
2443,2,231,115.5
2444,1,108,108.0
2445,2,177,88.5
2446,0,0,0.0
2447,1,50,50.0
2448,1,66,66.0
2449,1,84,84.0
2450,0,0,0.0
2451,0,0,0.0
2452,3,226,75.3
2453,2,143,71.5
2454,1,91,91.0
2455,0,0,0.0
2456,0,0,0.0
2457,2,137,68.5
2458,0,0,0.0
2459,0,0,0.0
2460,0,0,0.0
2461,0,0,0.0
2462,1,55,55.0
2463,1,56,56.0
2464,2,110,55.0
2465,1,51,51.0
2466,3,215,71.7
2467,2,168,84.0
2468,2,173,86.5
2469,2,236,118.0
2470,0,0,0.0
2471,1,79,79.0
2472,2,423,211.5
2473,0,0,0.0
2474,2,441,220.5
2475,3,311,103.7
2476,0,0,0.0
2477,0,0,0.0
2478,1,98,98.0
2479,2,131,65.5
2480,1,77,77.0
2481,1,69,69.0
2482,1,63,63.0
2483,1,63,63.0
2484,1,62,62.0
2485,2,476,238.0
2486,0,0,0.0
2487,3,175,58.3
2488,0,0,0.0
2489,1,56,56.0
2490,2,136,68.0
2491,1,54,54.0
2492,0,0,0.0
2493,1,70,70.0
2494,1,91,91.0
2495,1,134,134.0
2496,0,0,0.0
2497,1,105,105.0
2498,0,0,0.0
2499,0,0,0.0
2500,1,56,56.0
2501,1,50,50.0
2502,2,129,64.5
2503,1,78,78.0
2504,1,70,70.0
2505,3,401,133.7
2506,3,203,67.7
2507,0,0,0.0
2508,1,98,98.0
2509,1,56,56.0
2510,0,0,0.0
2511,0,0,0.0
2512,1,56,56.0
2513,1,65,65.0
2514,1,63,63.0
2515,2,147,73.5
2516,0,0,0.0
2517,1,63,63.0
2518,1,56,56.0
2519,2,124,62.0
2520,0,0,0.0
2521,1,58,58.0
2522,1,58,58.0
2523,0,0,0.0
2524,1,56,56.0
2525,0,0,0.0
2526,1,52,52.0
2527,1,78,78.0
2528,2,156,78.0
2529,1,160,160.0
2530,0,0,0.0
2531,1,77,77.0
2532,4,312,78.0
2533,2,154,77.0
2534,1,59,59.0
2535,1,56,56.0
2536,1,62,62.0
2537,1,77,77.0
2538,1,77,77.0
2539,0,0,0.0
2540,0,0,0.0
2541,0,0,0.0
2542,1,53,53.0
2543,1,70,70.0
2544,0,0,0.0
2545,0,0,0.0
2546,0,0,0.0
2547,3,217,72.3
2548,1,101,101.0
2549,2,180,90.0
2550,3,209,69.7
2551,2,124,62.0
2552,1,126,126.0
2553,1,51,51.0
2554,0,0,0.0
2555,1,73,73.0
2556,0,0,0.0
2557,0,0,0.0
2558,2,145,72.5
2559,1,65,65.0
2560,3,190,63.3
2561,0,0,0.0
2562,0,0,0.0
2563,0,0,0.0
2564,1,113,113.0
2565,1,56,56.0
2566,1,84,84.0
2567,1,75,75.0
2568,0,0,0.0
2569,0,0,0.0
2570,1,260,260.0
2571,1,89,89.0
2572,0,0,0.0
2573,1,56,56.0
2574,1,61,61.0
2575,2,164,82.0
2576,2,217,108.5
2577,0,0,0.0
2578,3,293,97.7
2579,2,105,52.5
2580,0,0,0.0
2581,3,454,151.3
2582,0,0,0.0
2583,1,357,357.0
2584,0,0,0.0
2585,0,0,0.0
2586,2,166,83.0
2587,3,231,77.0
2588,0,0,0.0
2589,1,77,77.0
2590,3,225,75.0
2591,1,70,70.0
2592,1,56,56.0
2593,1,273,273.0
2594,1,84,84.0
2595,0,0,0.0
2596,0,0,0.0
2597,0,0,0.0
2598,0,0,0.0
2599,0,0,0.0
2600,1,126,126.0
2601,0,0,0.0
2602,2,414,207.0
2603,3,189,63.0
2604,3,204,68.0
2605,2,147,73.5
2606,0,0,0.0
2607,0,0,0.0
2608,0,0,0.0
2609,0,0,0.0
2610,2,129,64.5
2611,0,0,0.0
2612,2,175,87.5
2613,2,427,213.5
2614,0,0,0.0
2615,1,77,77.0
2616,1,56,56.0
