Frame,tube_count,total_peptides_in_tubes,avg_tube_size
2617,0,0,0.0
2618,0,0,0.0
2619,2,114,57.0
2620,4,370,92.5
2621,0,0,0.0
2622,2,119,59.5
2623,0,0,0.0
2624,0,0,0.0
2625,0,0,0.0
2626,3,251,83.7
2627,0,0,0.0
2628,1,186,186.0
2629,0,0,0.0
2630,2,275,137.5
2631,1,55,55.0
2632,0,0,0.0
2633,0,0,0.0
2634,1,140,140.0
2635,1,60,60.0
2636,2,131,65.5
2637,0,0,0.0
2638,0,0,0.0
2639,2,111,55.5
2640,0,0,0.0
2641,0,0,0.0
2642,0,0,0.0
2643,0,0,0.0
2644,2,135,67.5
2645,1,119,119.0
2646,2,189,94.5
2647,0,0,0.0
2648,1,77,77.0
2649,1,78,78.0
2650,3,195,65.0
2651,1,77,77.0
2652,1,65,65.0
2653,1,72,72.0
2654,1,154,154.0
2655,0,0,0.0
2656,1,59,59.0
2657,0,0,0.0
2658,2,126,63.0
2659,0,0,0.0
2660,0,0,0.0
2661,1,56,56.0
2662,0,0,0.0
2663,0,0,0.0
2664,1,56,56.0
2665,0,0,0.0
2666,1,63,63.0
2667,2,141,70.5
2668,0,0,0.0
2669,0,0,0.0
2670,3,203,67.7
2671,0,0,0.0
2672,3,224,74.7
2673,3,213,71.0
2674,3,476,158.7
2675,1,52,52.0
2676,2,192,96.0
2677,0,0,0.0
2678,1,77,77.0
2679,1,56,56.0
2680,1,149,149.0
2681,0,0,0.0
2682,0,0,0.0
2683,0,0,0.0
2684,0,0,0.0
2685,2,126,63.0
2686,0,0,0.0
2687,1,68,68.0
2688,2,163,81.5
2689,0,0,0.0
2690,3,192,64.0
2691,1,56,56.0
2692,1,54,54.0
2693,1,84,84.0
2694,0,0,0.0
2695,2,134,67.0
2696,1,111,111.0
2697,0,0,0.0
2698,0,0,0.0
2699,1,119,119.0
2700,4,329,82.2
2701,0,0,0.0
2702,2,133,66.5
2703,1,70,70.0
2704,1,63,63.0
2705,1,51,51.0
2706,0,0,0.0
2707,2,210,105.0
2708,0,0,0.0
2709,0,0,0.0
2710,2,106,53.0
2711,0,0,0.0
2712,0,0,0.0
2713,1,68,68.0
2714,2,108,54.0
2715,0,0,0.0
2716,0,0,0.0
2717,1,55,55.0
2718,0,0,0.0
2719,2,137,68.5
2720,2,158,79.0
2721,1,55,55.0
2722,2,187,93.5
2723,1,56,56.0
2724,2,133,66.5
2725,0,0,0.0
2726,0,0,0.0
2727,1,81,81.0
2728,1,94,94.0
2729,2,140,70.0
2730,1,56,56.0
2731,1,112,112.0
2732,1,71,71.0
2733,0,0,0.0
2734,0,0,0.0
2735,0,0,0.0
2736,2,175,87.5
2737,0,0,0.0
2738,0,0,0.0
2739,2,213,106.5
2740,2,148,74.0
2741,1,98,98.0
2742,1,51,51.0
2743,1,56,56.0
2744,3,212,70.7
2745,1,56,56.0
2746,1,100,100.0
2747,1,84,84.0
2748,2,150,75.0
2749,2,140,70.0
2750,2,126,63.0
2751,1,81,81.0
2752,1,51,51.0
2753,2,117,58.5
2754,1,84,84.0
2755,1,53,53.0
2756,1,57,57.0
2757,0,0,0.0
2758,0,0,0.0
2759,1,63,63.0
2760,0,0,0.0
2761,1,70,70.0
2762,2,119,59.5
2763,2,114,57.0
2764,4,263,65.8
2765,1,84,84.0
2766,0,0,0.0
2767,1,77,77.0
2768,0,0,0.0
2769,1,56,56.0
2770,1,56,56.0
2771,2,112,56.0
2772,0,0,0.0
2773,2,116,58.0
2774,0,0,0.0
2775,0,0,0.0
2776,1,63,63.0
2777,0,0,0.0
2778,0,0,0.0
2779,1,54,54.0
2780,4,358,89.5
2781,2,164,82.0
2782,3,206,68.7
2783,0,0,0.0
2784,1,70,70.0
2785,2,138,69.0
2786,0,0,0.0
2787,1,70,70.0
2788,1,56,56.0
2789,0,0,0.0
2790,0,0,0.0
2791,2,121,60.5
2792,2,138,69.0
2793,1,70,70.0
2794,2,117,58.5
2795,1,89,89.0
2796,1,63,63.0
2797,1,63,63.0
2798,0,0,0.0
2799,1,56,56.0
2800,2,126,63.0
2801,1,56,56.0
2802,2,175,87.5
2803,1,145,145.0
2804,0,0,0.0
2805,1,56,56.0
2806,1,119,119.0
2807,1,63,63.0
2808,1,70,70.0
2809,1,112,112.0
2810,1,60,60.0
2811,2,112,56.0
2812,0,0,0.0
2813,2,133,66.5
2814,0,0,0.0
2815,1,105,105.0
2816,2,119,59.5
2817,1,91,91.0
2818,3,220,73.3
2819,3,204,68.0
2820,1,63,63.0
2821,2,175,87.5
2822,0,0,0.0
2823,0,0,0.0
2824,1,112,112.0
2825,0,0,0.0
2826,0,0,0.0
2827,1,105,105.0
2828,1,63,63.0
2829,3,196,65.3
2830,4,250,62.5
2831,1,77,77.0
2832,1,56,56.0
2833,1,56,56.0
2834,0,0,0.0
2835,2,140,70.0
2836,3,201,67.0
2837,1,63,63.0
2838,1,62,62.0
2839,1,75,75.0
2840,1,112,112.0
2841,1,77,77.0
2842,2,112,56.0
2843,1,56,56.0
2844,1,133,133.0
2845,1,50,50.0
2846,2,112,56.0
2847,1,56,56.0
2848,2,162,81.0
2849,0,0,0.0
2850,1,56,56.0
2851,2,182,91.0
2852,1,71,71.0
2853,1,56,56.0
2854,0,0,0.0
2855,2,154,77.0
2856,2,180,90.0
2857,1,150,150.0
2858,0,0,0.0
2859,1,77,77.0
2860,2,119,59.5
2861,0,0,0.0
2862,1,77,77.0
2863,1,63,63.0
2864,2,245,122.5
2865,1,56,56.0
2866,2,140,70.0
2867,0,0,0.0
2868,0,0,0.0
2869,0,0,0.0
2870,1,76,76.0
2871,0,0,0.0
2872,1,203,203.0
2873,2,126,63.0
2874,1,280,280.0
2875,1,101,101.0
2876,0,0,0.0
2877,0,0,0.0
2878,0,0,0.0
2879,2,102,51.0
2880,0,0,0.0
2881,0,0,0.0
2882,2,130,65.0
2883,3,167,55.7
2884,1,56,56.0
2885,1,77,77.0
2886,1,70,70.0
2887,1,56,56.0
2888,0,0,0.0
2889,1,62,62.0
2890,1,59,59.0
2891,0,0,0.0
2892,2,133,66.5
2893,0,0,0.0
2894,1,77,77.0
2895,1,84,84.0
2896,1,84,84.0
2897,1,128,128.0
2898,3,224,74.7
2899,3,182,60.7
2900,1,56,56.0
2901,2,161,80.5
2902,1,74,74.0
2903,2,161,80.5
2904,1,84,84.0
2905,1,56,56.0
2906,0,0,0.0
2907,1,56,56.0
2908,0,0,0.0
2909,2,126,63.0
2910,3,196,65.3
2911,3,259,86.3
2912,1,98,98.0
2913,1,50,50.0
2914,1,70,70.0
2915,0,0,0.0
2916,0,0,0.0
2917,3,308,102.7
2918,0,0,0.0
2919,0,0,0.0
2920,3,381,127.0
2921,0,0,0.0
2922,0,0,0.0
2923,1,56,56.0
2924,1,108,108.0
2925,1,98,98.0
2926,1,50,50.0
2927,2,148,74.0
2928,1,56,56.0
2929,3,271,90.3
2930,0,0,0.0
2931,0,0,0.0
2932,3,164,54.7
2933,0,0,0.0
2934,0,0,0.0
2935,1,92,92.0
2936,0,0,0.0
2937,1,58,58.0
2938,2,131,65.5
2939,2,189,94.5
2940,2,119,59.5
2941,1,91,91.0
2942,1,70,70.0
2943,1,99,99.0
2944,1,55,55.0
2945,2,127,63.5
2946,2,138,69.0
2947,1,84,84.0
2948,0,0,0.0
2949,2,131,65.5
2950,0,0,0.0
2951,1,73,73.0
2952,0,0,0.0
2953,1,57,57.0
2954,0,0,0.0
2955,2,121,60.5
2956,0,0,0.0
2957,1,63,63.0
2958,1,63,63.0
2959,1,63,63.0
2960,1,83,83.0
2961,3,194,64.7
2962,2,237,118.5
2963,0,0,0.0
2964,0,0,0.0
2965,1,63,63.0
2966,0,0,0.0
2967,2,130,65.0
2968,0,0,0.0
2969,0,0,0.0
2970,1,60,60.0
2971,1,84,84.0
2972,2,126,63.0
2973,0,0,0.0
2974,3,222,74.0
2975,0,0,0.0
2976,1,61,61.0
2977,0,0,0.0
2978,2,147,73.5
2979,0,0,0.0
2980,1,112,112.0
2981,0,0,0.0
2982,2,156,78.0
2983,0,0,0.0
2984,1,50,50.0
2985,0,0,0.0
2986,1,84,84.0
2987,3,178,59.3
2988,1,381,381.0
2989,0,0,0.0
2990,1,56,56.0
2991,2,137,68.5
2992,1,63,63.0
2993,2,196,98.0
2994,2,125,62.5
2995,0,0,0.0
2996,1,56,56.0
2997,1,56,56.0
2998,1,75,75.0
2999,3,245,81.7
3000,0,0,0.0
3001,1,112,112.0
3002,0,0,0.0
3003,1,112,112.0
3004,0,0,0.0
3005,1,77,77.0
3006,1,70,70.0
3007,1,56,56.0
3008,0,0,0.0
3009,3,192,64.0
3010,0,0,0.0
3011,0,0,0.0
3012,0,0,0.0
3013,2,129,64.5
3014,0,0,0.0
3015,0,0,0.0
3016,0,0,0.0
3017,1,70,70.0
3018,0,0,0.0
3019,1,63,63.0
3020,1,63,63.0
3021,1,70,70.0
3022,0,0,0.0
3023,0,0,0.0
3024,1,70,70.0
3025,3,192,64.0
3026,1,763,763.0
3027,1,104,104.0
3028,1,63,63.0
3029,1,987,987.0
3030,1,77,77.0
3031,0,0,0.0
3032,1,56,56.0
3033,0,0,0.0
3034,1,56,56.0
3035,1,161,161.0
3036,0,0,0.0
3037,1,58,58.0
3038,1,54,54.0
3039,1,56,56.0
3040,4,822,205.5
3041,3,215,71.7
3042,1,70,70.0
3043,0,0,0.0
3044,0,0,0.0
3045,1,56,56.0
3046,1,56,56.0
3047,1,63,63.0
3048,0,0,0.0
3049,2,153,76.5
3050,0,0,0.0
3051,1,72,72.0
3052,1,77,77.0
3053,0,0,0.0
3054,1,70,70.0
3055,1,96,96.0
3056,2,133,66.5
3057,2,280,140.0
3058,0,0,0.0
3059,0,0,0.0
3060,0,0,0.0
3061,0,0,0.0
3062,1,77,77.0
3063,2,143,71.5
3064,1,84,84.0
3065,0,0,0.0
3066,4,477,119.2
3067,2,161,80.5
3068,2,138,69.0
3069,1,91,91.0
3070,1,259,259.0
3071,0,0,0.0
3072,1,152,152.0
3073,0,0,0.0
3074,0,0,0.0
3075,0,0,0.0
3076,2,123,61.5
3077,0,0,0.0
3078,1,73,73.0
3079,0,0,0.0
3080,0,0,0.0
3081,0,0,0.0
3082,2,203,101.5
3083,0,0,0.0
3084,1,182,182.0
3085,0,0,0.0
3086,0,0,0.0
3087,1,84,84.0
3088,0,0,0.0
3089,2,163,81.5
3090,2,113,56.5
3091,0,0,0.0
3092,0,0,0.0
3093,2,127,63.5
3094,0,0,0.0
3095,1,518,518.0
3096,0,0,0.0
3097,1,70,70.0
3098,2,144,72.0
3099,2,197,98.5
3100,0,0,0.0
3101,0,0,0.0
3102,2,140,70.0
3103,1,154,154.0
3104,0,0,0.0
3105,1,51,51.0
3106,1,91,91.0
3107,2,149,74.5
3108,2,219,109.5
3109,0,0,0.0
3110,1,84,84.0
3111,2,171,85.5
3112,1,175,175.0
3113,0,0,0.0
3114,0,0,0.0
3115,1,94,94.0
3116,1,54,54.0
3117,1,79,79.0
3118,5,320,64.0
3119,1,96,96.0
3120,4,465,116.2
3121,1,66,66.0
3122,3,207,69.0
3123,0,0,0.0
3124,2,115,57.5
3125,0,0,0.0
3126,0,0,0.0
3127,0,0,0.0
3128,1,98,98.0
3129,2,147,73.5
3130,1,64,64.0
3131,1,56,56.0
3132,1,63,63.0
3133,1,56,56.0
3134,1,56,56.0
3135,0,0,0.0
3136,1,60,60.0
3137,0,0,0.0
3138,3,1000,333.3
3139,0,0,0.0
3140,1,56,56.0
3141,1,56,56.0
3142,0,0,0.0
3143,1,66,66.0
3144,0,0,0.0
3145,2,161,80.5
3146,0,0,0.0
3147,0,0,0.0
3148,2,371,185.5
3149,2,177,88.5
3150,0,0,0.0
3151,1,56,56.0
3152,1,70,70.0
3153,0,0,0.0
3154,1,76,76.0
3155,1,56,56.0
3156,1,56,56.0
3157,1,434,434.0
3158,0,0,0.0
3159,1,77,77.0
3160,1,63,63.0
3161,3,240,80.0
3162,0,0,0.0
3163,1,51,51.0
3164,2,126,63.0
3165,1,56,56.0
3166,2,250,125.0
3167,1,70,70.0
3168,2,319,159.5
3169,2,154,77.0
3170,1,168,168.0
3171,0,0,0.0
3172,2,123,61.5
3173,0,0,0.0
3174,0,0,0.0
3175,0,0,0.0
3176,1,166,166.0
3177,3,479,159.7
3178,0,0,0.0
3179,0,0,0.0
3180,1,55,55.0
3181,0,0,0.0
3182,0,0,0.0
3183,3,248,82.7
3184,2,182,91.0
3185,1,68,68.0
3186,1,70,70.0
3187,0,0,0.0
3188,1,91,91.0
3189,1,56,56.0
3190,1,55,55.0
3191,3,261,87.0
3192,2,195,97.5
3193,2,196,98.0
3194,1,56,56.0
3195,2,144,72.0
3196,2,176,88.0
3197,1,60,60.0
3198,3,165,55.0
3199,1,56,56.0
3200,1,56,56.0
3201,2,170,85.0
3202,0,0,0.0
3203,1,91,91.0
3204,0,0,0.0
3205,0,0,0.0
3206,1,52,52.0
3207,0,0,0.0
3208,1,51,51.0
3209,1,74,74.0
3210,0,0,0.0
3211,1,52,52.0
3212,2,189,94.5
3213,0,0,0.0
3214,1,91,91.0
3215,0,0,0.0
3216,0,0,0.0
3217,2,147,73.5
3218,1,142,142.0
3219,1,77,77.0
3220,2,163,81.5
3221,1,80,80.0
3222,1,91,91.0
3223,3,247,82.3
3224,1,56,56.0
3225,2,182,91.0
3226,1,259,259.0
3227,0,0,0.0
3228,3,261,87.0
3229,0,0,0.0
3230,1,56,56.0
3231,3,247,82.3
3232,1,56,56.0
3233,2,462,231.0
3234,1,84,84.0
3235,1,56,56.0
3236,2,133,66.5
3237,0,0,0.0
3238,0,0,0.0
3239,0,0,0.0
3240,0,0,0.0
3241,0,0,0.0
3242,2,112,56.0
3243,1,56,56.0
3244,1,161,161.0
3245,4,442,110.5
3246,1,50,50.0
3247,0,0,0.0
3248,1,63,63.0
3249,0,0,0.0
3250,1,59,59.0
3251,1,56,56.0
3252,0,0,0.0
3253,0,0,0.0
3254,0,0,0.0
3255,1,61,61.0
3256,0,0,0.0
3257,1,114,114.0
3258,1,70,70.0
3259,0,0,0.0
3260,3,176,58.7
3261,0,0,0.0
3262,0,0,0.0
3263,1,98,98.0
3264,1,56,56.0
3265,1,77,77.0
3266,0,0,0.0
3267,3,279,93.0
3268,0,0,0.0
3269,0,0,0.0
3270,2,115,57.5
3271,1,65,65.0
3272,2,178,89.0
3273,2,114,57.0
3274,0,0,0.0
3275,1,95,95.0
3276,0,0,0.0
3277,0,0,0.0
3278,2,175,87.5
3279,1,56,56.0
3280,0,0,0.0
3281,0,0,0.0
3282,1,98,98.0
3283,2,122,61.0
3284,1,76,76.0
3285,2,168,84.0
3286,0,0,0.0
3287,1,56,56.0
3288,1,139,139.0
3289,0,0,0.0
3290,0,0,0.0
3291,2,118,59.0
3292,2,135,67.5
3293,0,0,0.0
3294,3,240,80.0
3295,2,161,80.5
3296,5,414,82.8
3297,0,0,0.0
3298,1,238,238.0
3299,1,56,56.0
3300,0,0,0.0
3301,0,0,0.0
3302,2,611,305.5
3303,0,0,0.0
3304,1,53,53.0
3305,3,183,61.0
3306,1,58,58.0
3307,2,110,55.0
3308,0,0,0.0
3309,5,349,69.8
3310,1,83,83.0
3311,3,211,70.3
3312,0,0,0.0
3313,1,56,56.0
3314,0,0,0.0
3315,2,148,74.0
3316,1,56,56.0
3317,0,0,0.0
3318,6,710,118.3
3319,0,0,0.0
3320,2,126,63.0
3321,2,157,78.5
3322,0,0,0.0
3323,0,0,0.0
3324,0,0,0.0
3325,0,0,0.0
3326,1,55,55.0
3327,0,0,0.0
3328,2,236,118.0
3329,1,63,63.0
3330,0,0,0.0
3331,0,0,0.0
3332,1,73,73.0
3333,1,63,63.0
3334,0,0,0.0
3335,1,70,70.0
3336,1,196,196.0
3337,0,0,0.0
3338,3,795,265.0
3339,1,56,56.0
3340,1,70,70.0
3341,1,59,59.0
3342,0,0,0.0
3343,1,56,56.0
3344,2,210,105.0
3345,0,0,0.0
3346,1,70,70.0
3347,1,56,56.0
3348,0,0,0.0
3349,2,119,59.5
3350,1,55,55.0
3351,4,237,59.2
3352,0,0,0.0
3353,2,285,142.5
3354,0,0,0.0
3355,1,63,63.0
3356,2,149,74.5
3357,1,50,50.0
3358,3,217,72.3
3359,1,89,89.0
3360,0,0,0.0
3361,1,91,91.0
3362,2,159,79.5
3363,1,70,70.0
3364,2,203,101.5
3365,1,126,126.0
3366,1,56,56.0
3367,1,77,77.0
3368,2,161,80.5
3369,1,62,62.0
3370,1,86,86.0
3371,2,138,69.0
3372,0,0,0.0
3373,1,84,84.0
3374,1,56,56.0
3375,0,0,0.0
3376,1,63,63.0
3377,0,0,0.0
3378,1,50,50.0
3379,1,102,102.0
3380,3,252,84.0
3381,3,166,55.3
3382,0,0,0.0
3383,0,0,0.0
3384,1,90,90.0
3385,2,322,161.0
3386,1,91,91.0
3387,0,0,0.0
3388,3,210,70.0
3389,0,0,0.0
3390,0,0,0.0
3391,1,77,77.0
3392,1,77,77.0
3393,2,133,66.5
3394,0,0,0.0
3395,0,0,0.0
3396,1,52,52.0
3397,2,138,69.0
3398,0,0,0.0
3399,0,0,0.0
3400,1,159,159.0
3401,0,0,0.0
3402,1,56,56.0
3403,2,112,56.0
3404,2,119,59.5
3405,3,163,54.3
3406,1,56,56.0
3407,0,0,0.0
3408,1,71,71.0
3409,0,0,0.0
3410,1,56,56.0
3411,1,84,84.0
3412,0,0,0.0
3413,3,210,70.0
3414,2,140,70.0
3415,1,63,63.0
3416,0,0,0.0
3417,0,0,0.0
3418,1,70,70.0
3419,1,63,63.0
3420,1,196,196.0
3421,2,119,59.5
3422,0,0,0.0
3423,1,56,56.0
3424,1,101,101.0
3425,1,64,64.0
3426,0,0,0.0
3427,2,124,62.0
3428,1,63,63.0
3429,1,56,56.0
3430,0,0,0.0
3431,2,104,52.0
3432,1,53,53.0
3433,2,119,59.5
3434,2,126,63.0
3435,1,56,56.0
3436,2,119,59.5
3437,0,0,0.0
3438,3,233,77.7
3439,0,0,0.0
3440,1,56,56.0
3441,1,189,189.0
3442,1,53,53.0
3443,2,119,59.5
3444,0,0,0.0
3445,5,391,78.2
3446,2,158,79.0
3447,2,119,59.5
3448,7,633,90.4
3449,1,77,77.0
3450,0,0,0.0
3451,2,291,145.5
3452,1,70,70.0
3453,1,63,63.0
3454,0,0,0.0
3455,2,147,73.5
3456,0,0,0.0
3457,1,56,56.0
3458,0,0,0.0
3459,0,0,0.0
3460,1,70,70.0
3461,0,0,0.0
3462,0,0,0.0
3463,0,0,0.0
3464,0,0,0.0
3465,0,0,0.0
3466,1,63,63.0
3467,1,56,56.0
3468,1,63,63.0
3469,2,132,66.0
3470,1,56,56.0
3471,2,140,70.0
3472,2,135,67.5
3473,1,63,63.0
3474,2,120,60.0
3475,2,311,155.5
3476,1,98,98.0
3477,3,197,65.7
3478,1,56,56.0
3479,1,70,70.0
3480,0,0,0.0
3481,1,196,196.0
3482,1,51,51.0
3483,2,168,84.0
3484,0,0,0.0
3485,1,56,56.0
3486,0,0,0.0
3487,1,56,56.0
3488,1,63,63.0
3489,1,63,63.0
3490,2,198,99.0
3491,4,276,69.0
3492,1,135,135.0
3493,3,283,94.3
3494,0,0,0.0
3495,1,70,70.0
3496,2,112,56.0
3497,3,224,74.7
3498,0,0,0.0
3499,1,161,161.0
3500,0,0,0.0
3501,1,91,91.0
3502,3,216,72.0
3503,0,0,0.0
3504,1,98,98.0
3505,1,126,126.0
3506,1,56,56.0
3507,2,175,87.5
3508,0,0,0.0
3509,1,77,77.0
3510,1,77,77.0
3511,1,76,76.0
3512,2,137,68.5
3513,1,63,63.0
3514,4,341,85.2
3515,0,0,0.0
3516,0,0,0.0
3517,2,158,79.0
3518,1,98,98.0
3519,0,0,0.0
3520,1,70,70.0
3521,3,173,57.7
3522,1,64,64.0
3523,2,151,75.5
3524,2,138,69.0
3525,1,56,56.0
3526,0,0,0.0
3527,1,147,147.0
3528,1,102,102.0
3529,1,51,51.0
3530,2,525,262.5
3531,2,189,94.5
3532,4,638,159.5
3533,0,0,0.0
3534,2,178,89.0
3535,1,74,74.0
3536,1,91,91.0
3537,2,112,56.0
3538,0,0,0.0
3539,1,76,76.0
3540,0,0,0.0
3541,0,0,0.0
3542,1,126,126.0
3543,0,0,0.0
3544,3,304,101.3
3545,2,119,59.5
3546,1,63,63.0
3547,0,0,0.0
3548,0,0,0.0
3549,0,0,0.0
3550,0,0,0.0
3551,0,0,0.0
3552,1,252,252.0
3553,1,56,56.0
3554,1,63,63.0
3555,2,189,94.5
3556,2,203,101.5
3557,1,70,70.0
3558,0,0,0.0
3559,2,146,73.0
3560,0,0,0.0
3561,1,84,84.0
3562,0,0,0.0
3563,2,119,59.5
3564,3,227,75.7
3565,3,196,65.3
3566,2,168,84.0
3567,1,60,60.0
3568,1,115,115.0
3569,0,0,0.0
3570,2,154,77.0
3571,2,137,68.5
3572,3,294,98.0
3573,0,0,0.0
3574,0,0,0.0
3575,2,115,57.5
3576,0,0,0.0
3577,0,0,0.0
3578,0,0,0.0
3579,1,99,99.0
3580,0,0,0.0
3581,1,54,54.0
3582,0,0,0.0
3583,1,91,91.0
3584,1,70,70.0
3585,3,190,63.3
3586,0,0,0.0
3587,1,75,75.0
3588,0,0,0.0
3589,2,147,73.5
3590,0,0,0.0
3591,1,53,53.0
3592,2,174,87.0
3593,0,0,0.0
3594,2,458,229.0
3595,3,350,116.7
3596,4,595,148.8
3597,2,110,55.0
3598,1,56,56.0
3599,1,85,85.0
3600,2,358,179.0
3601,4,228,57.0
3602,1,70,70.0
3603,1,77,77.0
3604,0,0,0.0
3605,0,0,0.0
3606,1,51,51.0
3607,1,55,55.0
3608,0,0,0.0
3609,1,55,55.0
3610,3,256,85.3
3611,0,0,0.0
3612,1,98,98.0
3613,0,0,0.0
3614,0,0,0.0
3615,1,63,63.0
3616,0,0,0.0
3617,1,84,84.0
3618,4,267,66.8
3619,3,202,67.3
3620,1,69,69.0
3621,2,151,75.5
3622,1,67,67.0
3623,0,0,0.0
3624,0,0,0.0
3625,0,0,0.0
3626,2,335,167.5
3627,0,0,0.0
3628,0,0,0.0
3629,3,202,67.3
3630,1,77,77.0
3631,0,0,0.0
3632,2,154,77.0
3633,2,161,80.5
3634,2,126,63.0
3635,1,56,56.0
3636,3,182,60.7
3637,0,0,0.0
3638,0,0,0.0
3639,1,63,63.0
3640,1,91,91.0
3641,1,63,63.0
3642,1,69,69.0
3643,0,0,0.0
3644,1,88,88.0
3645,0,0,0.0
3646,0,0,0.0
3647,2,143,71.5
3648,0,0,0.0
3649,0,0,0.0
3650,0,0,0.0
3651,1,53,53.0
3652,0,0,0.0
3653,3,176,58.7
3654,0,0,0.0
3655,1,98,98.0
3656,1,87,87.0
3657,1,78,78.0
3658,1,84,84.0
3659,0,0,0.0
3660,2,164,82.0
3661,1,105,105.0
3662,2,169,84.5
3663,1,55,55.0
3664,0,0,0.0
3665,0,0,0.0
3666,1,91,91.0
3667,2,166,83.0
3668,0,0,0.0
3669,0,0,0.0
3670,2,120,60.0
3671,0,0,0.0
3672,1,105,105.0
3673,3,203,67.7
3674,0,0,0.0
3675,0,0,0.0
3676,2,126,63.0
3677,0,0,0.0
3678,1,231,231.0
3679,1,56,56.0
3680,2,112,56.0
3681,2,217,108.5
3682,0,0,0.0
3683,2,252,126.0
3684,0,0,0.0
3685,1,65,65.0
3686,1,98,98.0
3687,2,142,71.0
3688,1,50,50.0
3689,1,56,56.0
3690,3,219,73.0
3691,2,138,69.0
3692,1,98,98.0
3693,1,98,98.0
3694,1,91,91.0
3695,0,0,0.0
3696,0,0,0.0
3697,2,133,66.5
3698,1,71,71.0
3699,2,119,59.5
3700,1,105,105.0
3701,0,0,0.0
3702,2,156,78.0
3703,2,164,82.0
3704,0,0,0.0
3705,2,133,66.5
3706,1,56,56.0
3707,0,0,0.0
3708,1,112,112.0
3709,1,112,112.0
3710,2,138,69.0
3711,2,140,70.0
3712,1,63,63.0
3713,0,0,0.0
3714,0,0,0.0
3715,0,0,0.0
3716,1,63,63.0
3717,0,0,0.0
3718,1,105,105.0
3719,0,0,0.0
3720,1,91,91.0
3721,0,0,0.0
3722,0,0,0.0
3723,1,66,66.0
3724,0,0,0.0
3725,4,260,65.0
3726,1,133,133.0
3727,2,133,66.5
3728,3,240,80.0
3729,1,88,88.0
3730,2,184,92.0
3731,0,0,0.0
3732,0,0,0.0
3733,0,0,0.0
3734,1,81,81.0
3735,2,145,72.5
3736,0,0,0.0
3737,2,106,53.0
3738,2,125,62.5
3739,1,65,65.0
3740,0,0,0.0
3741,3,260,86.7
3742,0,0,0.0
3743,0,0,0.0
3744,4,267,66.8
3745,2,126,63.0
3746,1,84,84.0
3747,1,80,80.0
3748,0,0,0.0
3749,0,0,0.0
3750,2,155,77.5
3751,0,0,0.0
3752,1,105,105.0
3753,2,121,60.5
3754,2,164,82.0
3755,1,74,74.0
3756,0,0,0.0
3757,0,0,0.0
3758,1,56,56.0
3759,0,0,0.0
3760,2,138,69.0
3761,2,102,51.0
3762,0,0,0.0
3763,2,126,63.0
3764,1,70,70.0
3765,3,294,98.0
3766,1,84,84.0
3767,3,182,60.7
3768,0,0,0.0
3769,1,70,70.0
3770,1,104,104.0
3771,0,0,0.0
3772,1,56,56.0
3773,0,0,0.0
3774,0,0,0.0
3775,2,125,62.5
3776,2,183,91.5
3777,2,147,73.5
3778,1,91,91.0
3779,1,56,56.0
3780,1,63,63.0
3781,2,147,73.5
3782,1,56,56.0
3783,3,174,58.0
3784,2,119,59.5
3785,2,196,98.0
3786,2,287,143.5
3787,0,0,0.0
3788,4,287,71.8
3789,1,56,56.0
3790,1,63,63.0
3791,1,56,56.0
3792,2,160,80.0
3793,2,112,56.0
3794,0,0,0.0
3795,2,113,56.5
3796,1,56,56.0
3797,1,66,66.0
3798,2,233,116.5
3799,0,0,0.0
3800,0,0,0.0
3801,1,64,64.0
3802,2,256,128.0
3803,0,0,0.0
3804,1,84,84.0
3805,0,0,0.0
3806,2,129,64.5
3807,1,62,62.0
3808,0,0,0.0
3809,3,176,58.7
3810,0,0,0.0
3811,1,56,56.0
3812,1,70,70.0
3813,3,203,67.7
3814,3,384,128.0
3815,2,124,62.0
3816,3,260,86.7
3817,0,0,0.0
3818,2,140,70.0
3819,0,0,0.0
3820,0,0,0.0
3821,2,119,59.5
3822,2,133,66.5
3823,2,132,66.0
3824,0,0,0.0
3825,0,0,0.0
3826,0,0,0.0
3827,0,0,0.0
3828,0,0,0.0
3829,1,63,63.0
3830,2,133,66.5
3831,0,0,0.0
3832,0,0,0.0
3833,0,0,0.0
3834,2,128,64.0
3835,0,0,0.0
3836,1,61,61.0
3837,1,55,55.0
3838,0,0,0.0
3839,1,63,63.0
3840,1,56,56.0
3841,1,70,70.0
3842,2,110,55.0
3843,2,280,140.0
3844,1,60,60.0
3845,0,0,0.0
3846,2,126,63.0
3847,1,56,56.0
3848,1,117,117.0
3849,2,131,65.5
3850,0,0,0.0
3851,1,55,55.0
3852,2,172,86.0
3853,3,200,66.7
3854,3,218,72.7
3855,4,250,62.5
3856,1,77,77.0
3857,0,0,0.0
3858,3,280,93.3
3859,1,90,90.0
3860,0,0,0.0
3861,2,126,63.0
3862,0,0,0.0
3863,2,146,73.0
3864,0,0,0.0
3865,0,0,0.0
3866,1,105,105.0
3867,1,84,84.0
3868,0,0,0.0
3869,1,56,56.0
3870,2,280,140.0
3871,0,0,0.0
3872,1,168,168.0
3873,0,0,0.0
3874,1,154,154.0
3875,2,175,87.5
3876,0,0,0.0
3877,2,110,55.0
3878,1,56,56.0
3879,0,0,0.0
3880,0,0,0.0
3881,1,56,56.0
3882,3,281,93.7
3883,0,0,0.0
3884,0,0,0.0
3885,3,175,58.3
3886,1,50,50.0
