Frame,shape,pathway
6141,fiber,fiber-only
6142,sheet,sheet->vesicle
6143,fiber,fiber-only
6144,fiber,fiber-only
6145,fiber,fiber-only
6146,fiber,fiber-only
6147,fiber,fiber-only
6148,fiber,fiber-only
6149,fiber,fiber-only
6150,sheet,sheet->vesicle
6151,fiber,fiber-only
6152,fiber,fiber-only
6153,fiber,fiber-only
6154,fiber,fiber-only
6155,fiber,fiber-only
6156,fiber,fiber-only
6157,fiber,fiber-only
6158,fiber,fiber-only
6159,fiber,fiber-only
6160,fiber,fiber-only
6161,fiber,fiber-only
6162,fiber,fiber-only
6163,sheet,sheet->vesicle
6164,sheet,sheet->vesicle
6165,sheet,sheet->vesicle
6166,fiber,fiber-only
6167,fiber,fiber-only
6168,fiber,fiber-only
6169,sheet,sheet->vesicle
6170,fiber,fiber-only
6171,fiber,fiber-only
6172,fiber,fiber-only
6173,fiber,fiber-only
6174,fiber,fiber-only
6175,fiber,fiber-only
6176,fiber,fiber-only
6177,sheet,sheet->vesicle
6178,sheet,sheet->vesicle
6179,fiber,fiber-only
6180,sheet,sheet->vesicle
6181,sheet,sheet->vesicle
6182,sheet,sheet->vesicle
6183,sheet,sheet->vesicle
6184,sheet,sheet->vesicle
6185,sheet,sheet->vesicle
6186,sheet,sheet->vesicle
6187,sheet,sheet->vesicle
6188,sheet,sheet->vesicle
6189,sheet,sheet->vesicle
6190,sheet,sheet->vesicle
6191,sheet,sheet->vesicle
6192,sheet,sheet->vesicle
6193,sheet,sheet->vesicle
6194,sheet,sheet->vesicle
6195,sheet,sheet->vesicle
6196,sheet,sheet->vesicle
6197,sheet,sheet->vesicle
6198,sheet,sheet->vesicle
6199,sheet,sheet->vesicle
6200,sheet,sheet->vesicle
6201,sheet,sheet->vesicle
6202,sheet,sheet->vesicle
6203,sheet,sheet->vesicle
6204,sheet,sheet->vesicle
6205,sheet,sheet->vesicle
6206,sheet,sheet->vesicle
6207,sheet,sheet->vesicle
6208,sheet,sheet->vesicle
6209,sheet,sheet->vesicle
6210,sheet,sheet->vesicle
6211,sheet,sheet->vesicle
6212,sheet,sheet->vesicle
6213,sheet,sheet->vesicle
6214,fiber,fiber-only
6215,sheet,sheet->vesicle
6216,sheet,sheet->vesicle
6217,sheet,sheet->vesicle
6218,sheet,sheet->vesicle
6219,sheet,sheet->vesicle
6220,sheet,sheet->vesicle
6221,sheet,sheet->vesicle
6222,sheet,sheet->vesicle
6223,sheet,sheet->vesicle
6224,fiber,fiber-only
6225,fiber,fiber-only
6226,sheet,sheet->vesicle
6227,sheet,sheet->vesicle
6228,fiber,fiber-only
6229,sheet,sheet->vesicle
6230,sheet,sheet->vesicle
6231,sheet,sheet->vesicle
6232,sheet,sheet->vesicle
6233,sheet,sheet->vesicle
6234,sheet,sheet->vesicle
6235,sheet,sheet->vesicle
6236,sheet,sheet->vesicle
6237,sheet,sheet->vesicle
6238,sheet,sheet->vesicle
6239,sheet,sheet->vesicle
6240,sheet,sheet->vesicle
6241,sheet,sheet->vesicle
6242,sheet,sheet->vesicle
6243,sheet,sheet->vesicle
6244,sheet,sheet->vesicle
6245,sheet,sheet->vesicle
6246,sheet,sheet->vesicle
6247,sheet,sheet->vesicle
6248,sheet,sheet->vesicle
6249,sheet,sheet->vesicle
6250,sheet,sheet->vesicle
6251,sheet,sheet->vesicle
6252,sheet,sheet->vesicle
6253,sheet,sheet->vesicle
6254,sheet,sheet->vesicle
6255,sheet,sheet->vesicle
6256,sheet,sheet->vesicle
6257,sheet,sheet->vesicle
6258,sheet,sheet->vesicle
6259,sheet,sheet->vesicle
6260,fiber,fiber-only
6261,sheet,sheet->vesicle
6262,sheet,sheet->vesicle
6263,fiber,fiber-only
6264,fiber,fiber-only
6265,sheet,sheet->vesicle
6266,sheet,sheet->vesicle
6267,sheet,sheet->vesicle
6268,sheet,sheet->vesicle
6269,sheet,sheet->vesicle
6270,fiber,fiber-only
6271,sheet,sheet->vesicle
6272,sheet,sheet->vesicle
6273,fiber,fiber-only
6274,sheet,sheet->vesicle
6275,sheet,sheet->vesicle
6276,sheet,sheet->vesicle
6277,sheet,sheet->vesicle
6278,sheet,sheet->vesicle
6279,sheet,sheet->vesicle
6280,sheet,sheet->vesicle
6281,sheet,sheet->vesicle
6282,sheet,sheet->vesicle
6283,sheet,sheet->vesicle
6284,sheet,sheet->vesicle
6285,fiber,fiber-only
6286,sheet,sheet->vesicle
6287,sheet,sheet->vesicle
6288,sheet,sheet->vesicle
6289,fiber,fiber-only
6290,sheet,sheet->vesicle
6291,sheet,sheet->vesicle
6292,sheet,sheet->vesicle
6293,sheet,sheet->vesicle
6294,sheet,sheet->vesicle
6295,sheet,sheet->vesicle
6296,sheet,sheet->vesicle
6297,fiber,fiber-only
6298,sheet,sheet->vesicle
6299,sheet,sheet->vesicle
6300,sheet,sheet->vesicle
6301,sheet,sheet->vesicle
6302,sheet,sheet->vesicle
6303,fiber,fiber-only
6304,sheet,sheet->vesicle
6305,fiber,fiber-only
6306,sheet,sheet->vesicle
6307,sheet,sheet->vesicle
6308,fiber,fiber-only
6309,fiber,fiber-only
6310,sheet,sheet->vesicle
6311,sheet,sheet->vesicle
6312,sheet,sheet->vesicle
6313,fiber,fiber-only
6314,fiber,fiber-only
6315,fiber,fiber-only
6316,fiber,fiber-only
6317,fiber,fiber-only
6318,fiber,fiber-only
6319,fiber,fiber-only
6320,fiber,fiber-only
6321,fiber,fiber-only
6322,fiber,fiber-only
6323,fiber,fiber-only
6324,fiber,fiber-only
6325,fiber,fiber-only
6326,fiber,fiber-only
6327,fiber,fiber-only
6328,fiber,fiber-only
6329,fiber,fiber-only
6330,fiber,fiber-only
6331,fiber,fiber-only
6332,fiber,fiber-only
6333,sheet,sheet->vesicle
6334,sheet,sheet->vesicle
6335,fiber,fiber-only
6336,fiber,fiber-only
6337,fiber,fiber-only
6338,fiber,fiber-only
6339,fiber,fiber-only
6340,fiber,fiber-only
6341,fiber,fiber-only
6342,sheet,sheet->vesicle
6343,fiber,fiber-only
6344,fiber,fiber-only
6345,fiber,fiber-only
6346,fiber,fiber-only
6347,fiber,fiber-only
6348,fiber,fiber-only
6349,fiber,fiber-only
6350,fiber,fiber-only
6351,sheet,sheet->vesicle
6352,sheet,sheet->vesicle
6353,fiber,fiber-only
6354,fiber,fiber-only
6355,sheet,sheet->vesicle
6356,sheet,sheet->vesicle
6357,sheet,sheet->vesicle
6358,fiber,fiber-only
6359,fiber,fiber-only
6360,sheet,sheet->vesicle
6361,sheet,sheet->vesicle
6362,sheet,sheet->vesicle
6363,sheet,sheet->vesicle
6364,sheet,sheet->vesicle
6365,sheet,sheet->vesicle
6366,sheet,sheet->vesicle
6367,sheet,sheet->vesicle
6368,sheet,sheet->vesicle
6369,sheet,sheet->vesicle
6370,sheet,sheet->vesicle
6371,fiber,fiber-only
6372,fiber,fiber-only
6373,fiber,fiber-only
6374,sheet,sheet->vesicle
6375,fiber,fiber-only
6376,sheet,sheet->vesicle
6377,fiber,fiber-only
6378,fiber,fiber-only
6379,fiber,fiber-only
6380,fiber,fiber-only
6381,fiber,fiber-only
6382,fiber,fiber-only
6383,fiber,fiber-only
6384,sheet,sheet->vesicle
6385,sheet,sheet->vesicle
6386,sheet,sheet->vesicle
6387,sheet,sheet->vesicle
6388,sheet,sheet->vesicle
6389,sheet,sheet->vesicle
6390,sheet,sheet->vesicle
6391,sheet,sheet->vesicle
6392,sheet,sheet->vesicle
6393,fiber,fiber-only
6394,sheet,sheet->vesicle
6395,fiber,fiber-only
6396,fiber,fiber-only
6397,fiber,fiber-only
6398,fiber,fiber-only
6399,fiber,fiber-only
6400,fiber,fiber-only
6401,fiber,fiber-only
6402,fiber,fiber-only
6403,fiber,fiber-only
6404,fiber,fiber-only
6405,fiber,fiber-only
6406,fiber,fiber-only
6407,fiber,fiber-only
6408,fiber,fiber-only
6409,sheet,sheet->vesicle
6410,sheet,sheet->vesicle
6411,fiber,fiber-only
6412,fiber,fiber-only
6413,fiber,fiber-only
6414,fiber,fiber-only
6415,fiber,fiber-only
6416,fiber,fiber-only
6417,fiber,fiber-only
6418,fiber,fiber-only
6419,fiber,fiber-only
6420,fiber,fiber-only
6421,fiber,fiber-only
6422,fiber,fiber-only
6423,sheet,sheet->vesicle
6424,fiber,fiber-only
6425,sheet,sheet->vesicle
6426,fiber,fiber-only
6427,fiber,fiber-only
6428,fiber,fiber-only
6429,fiber,fiber-only
6430,sheet,sheet->vesicle
6431,sheet,sheet->vesicle
6432,fiber,fiber-only
6433,sheet,sheet->vesicle
6434,fiber,fiber-only
6435,sheet,sheet->vesicle
6436,fiber,fiber-only
6437,fiber,fiber-only
6438,fiber,fiber-only
6439,fiber,fiber-only
6440,fiber,fiber-only
6441,sheet,sheet->vesicle
6442,sheet,sheet->vesicle
6443,fiber,fiber-only
6444,fiber,fiber-only
6445,fiber,fiber-only
6446,sheet,sheet->vesicle
6447,fiber,fiber-only
6448,sheet,sheet->vesicle
6449,fiber,fiber-only
6450,fiber,fiber-only
6451,fiber,fiber-only
6452,fiber,fiber-only
6453,fiber,fiber-only
6454,fiber,fiber-only
6455,fiber,fiber-only
6456,fiber,fiber-only
6457,fiber,fiber-only
6458,fiber,fiber-only
6459,fiber,fiber-only
6460,fiber,fiber-only
6461,fiber,fiber-only
6462,fiber,fiber-only
6463,fiber,fiber-only
6464,fiber,fiber-only
6465,fiber,fiber-only
6466,fiber,fiber-only
6467,fiber,fiber-only
6468,fiber,fiber-only
6469,fiber,fiber-only
6470,sheet,sheet->vesicle
6471,fiber,fiber-only
6472,fiber,fiber-only
6473,fiber,fiber-only
6474,fiber,fiber-only
6475,fiber,fiber-only
6476,fiber,fiber-only
6477,fiber,fiber-only
6478,fiber,fiber-only
6479,fiber,fiber-only
6480,fiber,fiber-only
6481,fiber,fiber-only
6482,fiber,fiber-only
6483,fiber,fiber-only
6484,sheet,sheet->vesicle
6485,fiber,fiber-only
6486,sheet,sheet->vesicle
6487,fiber,fiber-only
6488,fiber,fiber-only
6489,fiber,fiber-only
6490,fiber,fiber-only
6491,fiber,fiber-only
6492,fiber,fiber-only
6493,fiber,fiber-only
6494,fiber,fiber-only
6495,fiber,fiber-only
6496,fiber,fiber-only
6497,fiber,fiber-only
6498,fiber,fiber-only
6499,fiber,fiber-only
6500,fiber,fiber-only
6501,fiber,fiber-only
6502,fiber,fiber-only
6503,fiber,fiber-only
6504,sheet,sheet->vesicle
6505,fiber,fiber-only
6506,fiber,fiber-only
6507,fiber,fiber-only
6508,fiber,fiber-only
6509,fiber,fiber-only
6510,fiber,fiber-only
6511,fiber,fiber-only
6512,fiber,fiber-only
6513,fiber,fiber-only
6514,fiber,fiber-only
6515,fiber,fiber-only
6516,fiber,fiber-only
6517,fiber,fiber-only
6518,fiber,fiber-only
6519,fiber,fiber-only
6520,fiber,fiber-only
6521,fiber,fiber-only
6522,fiber,fiber-only
6523,fiber,fiber-only
6524,fiber,fiber-only
6525,fiber,fiber-only
6526,fiber,fiber-only
6527,fiber,fiber-only
6528,fiber,fiber-only
6529,fiber,fiber-only
6530,fiber,fiber-only
6531,fiber,fiber-only
6532,fiber,fiber-only
6533,fiber,fiber-only
6534,fiber,fiber-only
6535,fiber,fiber-only
6536,fiber,fiber-only
6537,fiber,fiber-only
6538,fiber,fiber-only
6539,fiber,fiber-only
6540,fiber,fiber-only
6541,fiber,fiber-only
6542,fiber,fiber-only
6543,fiber,fiber-only
6544,fiber,fiber-only
6545,fiber,fiber-only
6546,fiber,fiber-only
6547,fiber,fiber-only
6548,fiber,fiber-only
6549,fiber,fiber-only
6550,fiber,fiber-only
6551,fiber,fiber-only
6552,fiber,fiber-only
6553,fiber,fiber-only
6554,fiber,fiber-only
6555,fiber,fiber-only
6556,fiber,fiber-only
6557,fiber,fiber-only
6558,fiber,fiber-only
6559,fiber,fiber-only
6560,fiber,fiber-only
6561,fiber,fiber-only
6562,fiber,fiber-only
6563,fiber,fiber-only
6564,fiber,fiber-only
6565,fiber,fiber-only
6566,fiber,fiber-only
6567,fiber,fiber-only
6568,fiber,fiber-only
6569,fiber,fiber-only
6570,fiber,fiber-only
6571,fiber,fiber-only
6572,fiber,fiber-only
6573,fiber,fiber-only
6574,fiber,fiber-only
6575,fiber,fiber-only
6576,fiber,fiber-only
6577,fiber,fiber-only
6578,fiber,fiber-only
6579,fiber,fiber-only
6580,fiber,fiber-only
6581,fiber,fiber-only
6582,fiber,fiber-only
6583,fiber,fiber-only
6584,fiber,fiber-only
6585,fiber,fiber-only
6586,fiber,fiber-only
6587,fiber,fiber-only
6588,fiber,fiber-only
6589,fiber,fiber-only
6590,fiber,fiber-only
6591,fiber,fiber-only
6592,fiber,fiber-only
6593,fiber,fiber-only
6594,fiber,fiber-only
6595,fiber,fiber-only
6596,fiber,fiber-only
6597,fiber,fiber-only
6598,fiber,fiber-only
6599,fiber,fiber-only
6600,fiber,fiber-only
6601,fiber,fiber-only
6602,fiber,fiber-only
6603,fiber,fiber-only
6604,fiber,fiber-only
6605,fiber,fiber-only
6606,sheet,sheet->vesicle
6607,fiber,fiber-only
6608,fiber,fiber-only
6609,fiber,fiber-only
6610,fiber,fiber-only
6611,fiber,fiber-only
6612,fiber,fiber-only
6613,fiber,fiber-only
6614,fiber,fiber-only
6615,fiber,fiber-only
6616,fiber,fiber-only
6617,fiber,fiber-only
6618,fiber,fiber-only
6619,fiber,fiber-only
6620,fiber,fiber-only
6621,fiber,fiber-only
6622,fiber,fiber-only
6623,fiber,fiber-only
6624,fiber,fiber-only
6625,fiber,fiber-only
6626,fiber,fiber-only
6627,fiber,fiber-only
6628,fiber,fiber-only
6629,fiber,fiber-only
6630,fiber,fiber-only
6631,fiber,fiber-only
6632,fiber,fiber-only
6633,fiber,fiber-only
6634,fiber,fiber-only
6635,fiber,fiber-only
6636,fiber,fiber-only
6637,fiber,fiber-only
6638,fiber,fiber-only
6639,fiber,fiber-only
6640,fiber,fiber-only
6641,fiber,fiber-only
6642,fiber,fiber-only
6643,fiber,fiber-only
6644,fiber,fiber-only
6645,fiber,fiber-only
6646,fiber,fiber-only
6647,fiber,fiber-only
6648,fiber,fiber-only
6649,fiber,fiber-only
6650,fiber,fiber-only
6651,fiber,fiber-only
6652,sheet,sheet->vesicle
6653,fiber,fiber-only
6654,fiber,fiber-only
6655,fiber,fiber-only
6656,fiber,fiber-only
6657,fiber,fiber-only
6658,fiber,fiber-only
6659,fiber,fiber-only
6660,sheet,sheet->vesicle
6661,fiber,fiber-only
6662,fiber,fiber-only
6663,fiber,fiber-only
6664,fiber,fiber-only
6665,fiber,fiber-only
6666,fiber,fiber-only
6667,fiber,fiber-only
6668,fiber,fiber-only
6669,fiber,fiber-only
6670,fiber,fiber-only
6671,fiber,fiber-only
6672,fiber,fiber-only
6673,fiber,fiber-only
6674,fiber,fiber-only
6675,fiber,fiber-only
6676,fiber,fiber-only
6677,fiber,fiber-only
6678,fiber,fiber-only
6679,fiber,fiber-only
6680,fiber,fiber-only
6681,fiber,fiber-only
6682,fiber,fiber-only
6683,fiber,fiber-only
6684,fiber,fiber-only
6685,fiber,fiber-only
6686,fiber,fiber-only
6687,fiber,fiber-only
6688,fiber,fiber-only
6689,sheet,sheet->vesicle
6690,fiber,fiber-only
6691,fiber,fiber-only
6692,fiber,fiber-only
6693,fiber,fiber-only
6694,fiber,fiber-only
6695,fiber,fiber-only
6696,fiber,fiber-only
6697,fiber,fiber-only
6698,fiber,fiber-only
6699,fiber,fiber-only
6700,fiber,fiber-only
6701,fiber,fiber-only
6702,fiber,fiber-only
6703,fiber,fiber-only
6704,fiber,fiber-only
6705,fiber,fiber-only
6706,fiber,fiber-only
6707,fiber,fiber-only
6708,fiber,fiber-only
6709,fiber,fiber-only
6710,fiber,fiber-only
6711,fiber,fiber-only
6712,fiber,fiber-only
6713,fiber,fiber-only
6714,fiber,fiber-only
6715,fiber,fiber-only
6716,fiber,fiber-only
6717,fiber,fiber-only
6718,fiber,fiber-only
6719,fiber,fiber-only
6720,fiber,fiber-only
6721,fiber,fiber-only
6722,fiber,fiber-only
6723,fiber,fiber-only
6724,fiber,fiber-only
6725,fiber,fiber-only
6726,fiber,fiber-only
6727,fiber,fiber-only
6728,fiber,fiber-only
6729,fiber,fiber-only
6730,fiber,fiber-only
6731,fiber,fiber-only
6732,fiber,fiber-only
6733,fiber,fiber-only
6734,fiber,fiber-only
6735,fiber,fiber-only
6736,sheet,sheet->vesicle
6737,fiber,fiber-only
6738,fiber,fiber-only
6739,sheet,sheet->vesicle
6740,fiber,fiber-only
6741,fiber,fiber-only
6742,fiber,fiber-only
6743,fiber,fiber-only
6744,fiber,fiber-only
6745,fiber,fiber-only
6746,fiber,fiber-only
6747,fiber,fiber-only
6748,fiber,fiber-only
6749,fiber,fiber-only
6750,fiber,fiber-only
6751,fiber,fiber-only
6752,fiber,fiber-only
6753,fiber,fiber-only
6754,fiber,fiber-only
6755,fiber,fiber-only
6756,fiber,fiber-only
6757,fiber,fiber-only
6758,fiber,fiber-only
6759,fiber,fiber-only
6760,fiber,fiber-only
6761,fiber,fiber-only
6762,fiber,fiber-only
6763,fiber,fiber-only
6764,fiber,fiber-only
6765,fiber,fiber-only
6766,fiber,fiber-only
6767,fiber,fiber-only
6768,fiber,fiber-only
6769,fiber,fiber-only
6770,fiber,fiber-only
6771,fiber,fiber-only
6772,fiber,fiber-only
6773,fiber,fiber-only
6774,fiber,fiber-only
6775,fiber,fiber-only
6776,fiber,fiber-only
6777,fiber,fiber-only
6778,fiber,fiber-only
6779,fiber,fiber-only
6780,fiber,fiber-only
6781,fiber,fiber-only
6782,fiber,fiber-only
6783,fiber,fiber-only
6784,fiber,fiber-only
6785,fiber,fiber-only
6786,fiber,fiber-only
6787,fiber,fiber-only
6788,fiber,fiber-only
6789,fiber,fiber-only
6790,fiber,fiber-only
6791,fiber,fiber-only
6792,sheet,sheet->vesicle
6793,fiber,fiber-only
6794,fiber,fiber-only
6795,sheet,sheet->vesicle
6796,fiber,fiber-only
6797,fiber,fiber-only
6798,fiber,fiber-only
6799,fiber,fiber-only
6800,fiber,fiber-only
6801,fiber,fiber-only
6802,fiber,fiber-only
6803,fiber,fiber-only
6804,fiber,fiber-only
6805,fiber,fiber-only
6806,fiber,fiber-only
6807,fiber,fiber-only
6808,fiber,fiber-only
6809,fiber,fiber-only
6810,sheet,sheet->vesicle
6811,fiber,fiber-only
6812,sheet,sheet->vesicle
6813,fiber,fiber-only
6814,fiber,fiber-only
6815,fiber,fiber-only
6816,fiber,fiber-only
6817,fiber,fiber-only
6818,fiber,fiber-only
6819,fiber,fiber-only
6820,sheet,sheet->vesicle
6821,fiber,fiber-only
6822,sheet,sheet->vesicle
6823,sheet,sheet->vesicle
6824,sheet,sheet->vesicle
6825,sheet,sheet->vesicle
6826,sheet,sheet->vesicle
6827,sheet,sheet->vesicle
6828,fiber,fiber-only
6829,fiber,fiber-only
6830,sheet,sheet->vesicle
6831,fiber,fiber-only
6832,fiber,fiber-only
6833,fiber,fiber-only
6834,fiber,fiber-only
6835,fiber,fiber-only
6836,fiber,fiber-only
6837,fiber,fiber-only
6838,fiber,fiber-only
6839,fiber,fiber-only
6840,sheet,sheet->vesicle
6841,fiber,fiber-only
6842,fiber,fiber-only
6843,fiber,fiber-only
6844,fiber,fiber-only
6845,fiber,fiber-only
6846,fiber,fiber-only
6847,fiber,fiber-only
6848,fiber,fiber-only
6849,sheet,sheet->vesicle
6850,fiber,fiber-only
6851,fiber,fiber-only
6852,fiber,fiber-only
6853,sheet,sheet->vesicle
6854,sheet,sheet->vesicle
6855,fiber,fiber-only
6856,fiber,fiber-only
6857,sheet,sheet->vesicle
6858,fiber,fiber-only
6859,fiber,fiber-only
6860,fiber,fiber-only
6861,fiber,fiber-only
6862,fiber,fiber-only
6863,fiber,fiber-only
6864,fiber,fiber-only
6865,fiber,fiber-only
6866,fiber,fiber-only
6867,fiber,fiber-only
6868,fiber,fiber-only
6869,fiber,fiber-only
6870,fiber,fiber-only
6871,sheet,sheet->vesicle
6872,fiber,fiber-only
6873,fiber,fiber-only
6874,fiber,fiber->tube
6875,fiber,fiber-only
6876,fiber,fiber-only
6877,fiber,fiber-only
6878,sheet,sheet->vesicle
6879,fiber,fiber-only
6880,sheet,sheet->vesicle
6881,fiber,fiber-only
6882,fiber,fiber-only
6883,fiber,fiber-only
6884,sheet,sheet->vesicle
6885,sheet,sheet->vesicle
6886,fiber,fiber-only
6887,sheet,sheet->vesicle
6888,sheet,sheet->vesicle
6889,fiber,fiber-only
6890,sheet,sheet->vesicle
6891,fiber,fiber-only
6892,fiber,fiber-only
6893,fiber,fiber-only
6894,fiber,fiber-only
6895,sheet,sheet->vesicle
6896,fiber,fiber-only
6897,fiber,fiber-only
6898,fiber,fiber-only
6899,fiber,fiber->tube
6900,fiber,fiber-only
6901,fiber,fiber-only
6902,fiber,fiber-only
6903,sheet,sheet->vesicle->tube
6904,sheet,sheet->vesicle
6905,fiber,fiber-only
6906,fiber,fiber-only
6907,fiber,fiber-only
6908,fiber,fiber-only
6909,fiber,fiber-only
6910,fiber,fiber-only
6911,sheet,sheet->vesicle
6912,sheet,sheet->vesicle
6913,sheet,sheet->vesicle
6914,sheet,sheet->vesicle
6915,sheet,sheet->vesicle
6916,sheet,sheet->vesicle
6917,sheet,sheet->vesicle
6918,fiber,fiber-only
6919,fiber,fiber-only
6920,fiber,fiber-only
6921,fiber,fiber-only
6922,fiber,fiber-only
6923,fiber,fiber-only
6924,fiber,fiber-only
6925,fiber,fiber-only
6926,fiber,fiber-only
6927,fiber,fiber-only
6928,fiber,fiber-only
6929,fiber,fiber-only
6930,fiber,fiber-only
6931,fiber,fiber-only
6932,fiber,fiber-only
6933,fiber,fiber-only
6934,fiber,fiber-only
6935,fiber,fiber-only
6936,fiber,fiber-only
6937,fiber,fiber-only
6938,fiber,fiber-only
6939,fiber,fiber-only
6940,fiber,fiber-only
6941,fiber,fiber-only
6942,fiber,fiber-only
6943,fiber,fiber-only
6944,fiber,fiber-only
6945,sheet,sheet->vesicle
6946,sheet,sheet->vesicle
6947,sheet,sheet->vesicle
6948,sheet,sheet->vesicle
6949,sheet,sheet->vesicle
6950,fiber,fiber-only
6951,fiber,fiber-only
6952,fiber,fiber-only
6953,fiber,fiber-only
6954,sheet,sheet->vesicle
6955,fiber,fiber-only
6956,fiber,fiber-only
6957,fiber,fiber-only
6958,fiber,fiber-only
6959,fiber,fiber-only
6960,fiber,fiber-only
6961,fiber,fiber-only
6962,fiber,fiber-only
6963,sheet,sheet->vesicle
6964,fiber,fiber-only
6965,fiber,fiber-only
6966,fiber,fiber-only
6967,fiber,fiber-only
6968,fiber,fiber-only
6969,fiber,fiber-only
6970,fiber,fiber-only
6971,fiber,fiber-only
6972,sheet,sheet->vesicle
6973,fiber,fiber-only
6974,fiber,fiber-only
6975,sheet,sheet->vesicle
6976,fiber,fiber-only
6977,fiber,fiber-only
6978,sheet,sheet->vesicle
6979,fiber,fiber-only
6980,sheet,sheet->vesicle
6981,sheet,sheet->vesicle
6982,sheet,sheet->vesicle
6983,sheet,sheet->vesicle
6984,sheet,sheet->vesicle
6985,sheet,sheet->vesicle
6986,sheet,sheet->vesicle
6987,sheet,sheet->vesicle
6988,sheet,sheet->vesicle
6989,sheet,sheet->vesicle
6990,sheet,sheet->vesicle
6991,sheet,sheet->vesicle
6992,sheet,sheet->vesicle
6993,sheet,sheet->vesicle->tube
6994,sheet,sheet->vesicle
6995,sheet,sheet->vesicle
6996,sheet,sheet->vesicle
6997,sheet,sheet->vesicle
6998,fiber,fiber-only
6999,sheet,sheet->vesicle
7000,sheet,sheet->vesicle
7001,fiber,fiber-only
7002,fiber,fiber-only
7003,fiber,fiber-only
7004,sheet,sheet->vesicle
7005,sheet,sheet->vesicle
7006,sheet,sheet->vesicle
7007,fiber,fiber-only
7008,fiber,fiber-only
7009,fiber,fiber-only
7010,fiber,fiber-only
7011,sheet,sheet->vesicle
7012,sheet,sheet->vesicle
7013,sheet,sheet->vesicle
7014,sheet,sheet->vesicle
7015,sheet,sheet->vesicle
7016,sheet,sheet->vesicle
7017,sheet,sheet->vesicle
7018,sheet,sheet->vesicle
7019,fiber,fiber-only
7020,fiber,fiber-only
7021,fiber,fiber-only
7022,sheet,sheet->vesicle
7023,fiber,fiber-only
7024,fiber,fiber-only
7025,fiber,fiber-only
7026,fiber,fiber-only
7027,fiber,fiber-only
7028,fiber,fiber-only
7029,fiber,fiber-only
7030,fiber,fiber-only
7031,fiber,fiber-only
7032,fiber,fiber-only
7033,fiber,fiber-only
7034,fiber,fiber-only
7035,fiber,fiber-only
7036,sheet,sheet->vesicle
7037,fiber,fiber-only
7038,fiber,fiber-only
7039,sheet,sheet->vesicle
7040,fiber,fiber-only
7041,fiber,fiber-only
7042,fiber,fiber-only
7043,fiber,fiber-only
7044,fiber,fiber-only
7045,fiber,fiber-only
7046,fiber,fiber-only
7047,fiber,fiber-only
7048,sheet,sheet->vesicle
7049,fiber,fiber-only
7050,fiber,fiber-only
7051,fiber,fiber-only
7052,fiber,fiber-only
7053,fiber,fiber-only
7054,fiber,fiber-only
7055,fiber,fiber-only
7056,fiber,fiber-only
7057,sheet,sheet->vesicle
7058,sheet,sheet->vesicle
7059,fiber,fiber-only
7060,fiber,fiber-only
7061,fiber,fiber-only
7062,fiber,fiber-only
7063,fiber,fiber-only
7064,fiber,fiber-only
7065,fiber,fiber-only
7066,fiber,fiber-only
7067,fiber,fiber-only
7068,fiber,fiber-only
7069,fiber,fiber-only
7070,fiber,fiber-only
7071,fiber,fiber-only
7072,fiber,fiber-only
7073,fiber,fiber-only
7074,fiber,fiber-only
7075,fiber,fiber-only
7076,fiber,fiber-only
7077,fiber,fiber-only
7078,fiber,fiber-only
7079,fiber,fiber-only
7080,fiber,fiber-only
7081,fiber,fiber-only
7082,fiber,fiber-only
7083,fiber,fiber-only
7084,fiber,fiber-only
7085,fiber,fiber-only
7086,fiber,fiber-only
7087,fiber,fiber-only
7088,fiber,fiber-only
7089,fiber,fiber-only
7090,fiber,fiber-only
7091,fiber,fiber-only
7092,fiber,fiber-only
7093,fiber,fiber-only
7094,fiber,fiber-only
7095,fiber,fiber-only
7096,fiber,fiber-only
7097,fiber,fiber-only
7098,fiber,fiber-only
7099,fiber,fiber-only
7100,fiber,fiber-only
7101,fiber,fiber-only
7102,fiber,fiber-only
7103,fiber,fiber-only
7104,fiber,fiber-only
7105,fiber,fiber-only
7106,fiber,fiber-only
7107,fiber,fiber-only
7108,fiber,fiber-only
7109,fiber,fiber-only
7110,fiber,fiber-only
7111,fiber,fiber-only
7112,fiber,fiber-only
7113,fiber,fiber-only
7114,fiber,fiber-only
7115,fiber,fiber-only
7116,fiber,fiber-only
7117,fiber,fiber-only
7118,fiber,fiber-only
7119,fiber,fiber-only
7120,fiber,fiber-only
7121,fiber,fiber-only
7122,fiber,fiber-only
7123,fiber,fiber-only
7124,fiber,fiber-only
7125,fiber,fiber-only
7126,sheet,sheet->vesicle
7127,fiber,fiber-only
7128,fiber,fiber-only
7129,fiber,fiber-only
7130,fiber,fiber-only
7131,fiber,fiber-only
7132,sheet,sheet->vesicle
7133,fiber,fiber-only
7134,fiber,fiber-only
7135,fiber,fiber-only
7136,fiber,fiber-only
7137,fiber,fiber-only
7138,fiber,fiber-only
7139,fiber,fiber-only
7140,fiber,fiber-only
7141,fiber,fiber-only
7142,fiber,fiber-only
7143,fiber,fiber-only
7144,fiber,fiber-only
7145,fiber,fiber-only
7146,fiber,fiber-only
7147,fiber,fiber-only
7148,sheet,sheet->vesicle
7149,fiber,fiber-only
7150,fiber,fiber-only
7151,fiber,fiber-only
7152,fiber,fiber-only
7153,fiber,fiber-only
7154,fiber,fiber-only
