frame,from_state,to_state,confidence
4403,vesicles,fibers,0.0
4412,fibers,vesicles,0.20358152686145145
5349,vesicles,sheets,0.42391304347826086
5397,sheets,vesicles,0.3719256148770246
9003,vesicles,fibers,0.8953102794883941
9018,fibers,sheets,1.0
9103,sheets,fibers,0.8961650805615754
9106,fibers,sheets,1.0
9110,sheets,fibers,0.0
9116,fibers,sheets,1.0
9179,sheets,fibers,0.8957860922146637
9196,fibers,sheets,0.10405443719875249
10881,sheets,vesicles,0.0
