Frame,dominant_state
155,vesicle
156,vesicle
157,vesicle
158,vesicle
159,vesicle
160,vesicle
161,vesicle
162,fiber
163,vesicle
164,vesicle
165,vesicle
166,vesicle
167,vesicle
168,vesicle
169,vesicle
170,vesicle
171,vesicle
172,vesicle
173,vesicle
174,vesicle
175,vesicle
176,vesicle
177,vesicle
178,vesicle
179,vesicle
180,vesicle
181,fiber
182,fiber
183,fiber
184,vesicle
185,fiber
186,vesicle
187,fiber
188,vesicle
189,vesicle
190,fiber
191,vesicle
192,vesicle
193,fiber
194,vesicle
195,vesicle
196,vesicle
197,vesicle
198,vesicle
199,vesicle
200,vesicle
201,vesicle
202,fiber
203,fiber
204,vesicle
205,fiber
206,fiber
207,vesicle
208,vesicle
209,vesicle
210,vesicle
211,fiber
212,fiber
213,vesicle
214,fiber
215,vesicle
216,vesicle
217,vesicle
218,fiber
219,vesicle
220,fiber
221,vesicle
222,vesicle
223,vesicle
224,vesicle
225,vesicle
226,vesicle
227,vesicle
228,vesicle
229,fiber
230,fiber
231,fiber
232,vesicle
233,fiber
234,fiber
235,vesicle
236,vesicle
237,fiber
238,vesicle
239,fiber
240,fiber
241,vesicle
242,vesicle
243,vesicle
244,vesicle
245,fiber
246,vesicle
247,vesicle
248,vesicle
249,vesicle
250,vesicle
251,fiber
252,fiber
253,fiber
254,vesicle
255,fiber
256,vesicle
257,vesicle
258,vesicle
259,vesicle
260,fiber
261,vesicle
262,vesicle
263,fiber
264,vesicle
265,vesicle
266,vesicle
267,vesicle
268,vesicle
269,vesicle
270,vesicle
271,vesicle
272,vesicle
273,vesicle
274,vesicle
275,vesicle
276,vesicle
277,vesicle
278,fiber
279,vesicle
280,vesicle
281,vesicle
282,vesicle
283,vesicle
284,vesicle
285,vesicle
286,vesicle
287,vesicle
288,vesicle
289,vesicle
290,vesicle
291,vesicle
292,vesicle
293,vesicle
294,vesicle
295,vesicle
296,vesicle
297,vesicle
298,vesicle
299,vesicle
300,vesicle
301,vesicle
302,vesicle
303,vesicle
304,vesicle
305,vesicle
306,vesicle
307,vesicle
308,vesicle
309,vesicle
310,vesicle
311,vesicle
312,vesicle
313,vesicle
314,vesicle
315,vesicle
316,vesicle
317,vesicle
318,vesicle
319,vesicle
320,vesicle
321,vesicle
322,vesicle
323,vesicle
324,vesicle
325,vesicle
326,vesicle
327,vesicle
328,vesicle
329,fiber
330,vesicle
331,vesicle
332,vesicle
333,vesicle
334,vesicle
335,vesicle
336,vesicle
337,vesicle
338,vesicle
339,vesicle
340,vesicle
341,vesicle
342,vesicle
343,vesicle
344,vesicle
345,vesicle
346,vesicle
347,vesicle
348,vesicle
349,vesicle
350,fiber
351,fiber
352,fiber
353,fiber
354,vesicle
355,vesicle
356,vesicle
357,vesicle
358,vesicle
359,vesicle
360,vesicle
361,fiber
362,vesicle
363,vesicle
364,fiber
365,fiber
366,vesicle
367,vesicle
368,vesicle
369,fiber
370,vesicle
371,vesicle
372,vesicle
373,fiber
374,vesicle
375,tube
376,vesicle
377,vesicle
378,vesicle
379,vesicle
380,vesicle
381,vesicle
382,vesicle
383,vesicle
384,vesicle
385,fiber
386,vesicle
387,fiber
388,fiber
389,fiber
390,vesicle
391,fiber
392,fiber
393,vesicle
394,vesicle
395,vesicle
396,fiber
397,fiber
398,vesicle
399,vesicle
400,vesicle
401,vesicle
402,vesicle
403,fiber
404,fiber
405,vesicle
406,vesicle
407,vesicle
408,vesicle
409,vesicle
410,vesicle
411,fiber
412,vesicle
413,fiber
414,vesicle
415,vesicle
416,fiber
417,fiber
418,fiber
419,vesicle
420,tube
421,vesicle
422,vesicle
423,vesicle
424,vesicle
425,vesicle
426,vesicle
427,vesicle
428,vesicle
429,vesicle
430,vesicle
431,vesicle
432,vesicle
433,fiber
434,vesicle
435,fiber
436,fiber
437,fiber
438,vesicle
439,fiber
440,vesicle
441,fiber
442,vesicle
443,vesicle
444,vesicle
445,vesicle
446,vesicle
447,vesicle
448,vesicle
449,vesicle
450,vesicle
451,vesicle
452,vesicle
453,vesicle
454,vesicle
455,vesicle
456,fiber
457,vesicle
458,vesicle
459,vesicle
460,vesicle
461,vesicle
462,vesicle
463,vesicle
464,vesicle
465,vesicle
466,vesicle
467,vesicle
468,vesicle
469,vesicle
470,vesicle
471,vesicle
472,vesicle
473,vesicle
474,vesicle
475,vesicle
476,vesicle
477,vesicle
478,vesicle
479,vesicle
480,vesicle
481,vesicle
482,vesicle
483,vesicle
484,vesicle
485,vesicle
486,vesicle
487,vesicle
488,vesicle
489,vesicle
490,vesicle
491,vesicle
492,vesicle
493,vesicle
494,vesicle
495,vesicle
496,vesicle
497,vesicle
498,vesicle
499,vesicle
500,vesicle
501,vesicle
502,vesicle
503,vesicle
504,vesicle
505,fiber
506,fiber
507,fiber
508,fiber
509,fiber
510,fiber
511,vesicle
512,fiber
513,vesicle
514,vesicle
515,vesicle
516,vesicle
517,vesicle
518,vesicle
519,vesicle
520,vesicle
521,vesicle
522,vesicle
523,vesicle
524,vesicle
525,vesicle
526,vesicle
527,vesicle
528,vesicle
529,vesicle
530,vesicle
531,vesicle
532,vesicle
533,vesicle
534,vesicle
535,vesicle
536,vesicle
537,fiber
538,vesicle
539,vesicle
540,vesicle
541,vesicle
542,fiber
543,vesicle
544,fiber
545,vesicle
546,fiber
547,fiber
548,vesicle
549,vesicle
550,vesicle
551,vesicle
552,vesicle
553,vesicle
554,vesicle
555,vesicle
556,vesicle
557,vesicle
558,vesicle
559,vesicle
560,vesicle
561,vesicle
562,vesicle
563,vesicle
564,vesicle
565,vesicle
566,vesicle
567,vesicle
568,vesicle
569,vesicle
570,vesicle
571,vesicle
572,vesicle
573,vesicle
574,vesicle
575,vesicle
576,vesicle
577,vesicle
578,vesicle
579,vesicle
580,vesicle
581,vesicle
582,vesicle
583,vesicle
584,vesicle
585,vesicle
586,vesicle
587,vesicle
588,vesicle
589,vesicle
590,vesicle
591,vesicle
592,vesicle
593,vesicle
594,vesicle
595,vesicle
596,vesicle
597,vesicle
598,vesicle
599,vesicle
600,vesicle
601,vesicle
602,vesicle
603,fiber
604,vesicle
605,vesicle
606,vesicle
607,vesicle
608,vesicle
609,vesicle
610,vesicle
611,vesicle
612,fiber
613,vesicle
614,vesicle
615,fiber
616,vesicle
617,vesicle
618,vesicle
619,vesicle
620,vesicle
621,vesicle
622,vesicle
623,vesicle
624,vesicle
625,vesicle
626,vesicle
627,vesicle
628,vesicle
629,vesicle
630,vesicle
631,vesicle
632,vesicle
633,vesicle
634,vesicle
635,vesicle
636,vesicle
637,vesicle
638,vesicle
639,vesicle
640,vesicle
641,vesicle
642,vesicle
643,vesicle
644,vesicle
645,vesicle
646,vesicle
647,vesicle
648,vesicle
649,vesicle
650,vesicle
651,vesicle
652,vesicle
653,vesicle
654,vesicle
655,vesicle
656,vesicle
657,vesicle
658,vesicle
659,vesicle
660,fiber
661,vesicle
662,vesicle
663,vesicle
664,vesicle
665,vesicle
666,vesicle
667,vesicle
668,vesicle
669,vesicle
670,vesicle
671,vesicle
672,vesicle
673,vesicle
674,vesicle
675,fiber
676,fiber
677,vesicle
678,vesicle
679,vesicle
680,vesicle
681,vesicle
682,vesicle
683,vesicle
684,vesicle
685,vesicle
686,vesicle
687,vesicle
688,vesicle
689,vesicle
690,vesicle
691,vesicle
692,vesicle
693,vesicle
694,vesicle
695,vesicle
696,fiber
697,vesicle
698,vesicle
699,vesicle
700,fiber
701,vesicle
702,fiber
703,vesicle
704,fiber
705,fiber
706,fiber
707,fiber
708,fiber
709,vesicle
710,fiber
711,fiber
712,vesicle
713,vesicle
714,vesicle
715,fiber
716,vesicle
717,vesicle
718,fiber
719,vesicle
720,fiber
721,fiber
722,vesicle
723,fiber
724,fiber
725,fiber
726,vesicle
727,vesicle
728,fiber
729,fiber
730,vesicle
731,vesicle
732,fiber
733,vesicle
734,fiber
735,fiber
736,vesicle
737,fiber
738,vesicle
739,vesicle
740,vesicle
741,vesicle
742,vesicle
743,vesicle
744,vesicle
745,vesicle
746,vesicle
747,vesicle
748,vesicle
749,vesicle
750,vesicle
751,vesicle
752,vesicle
753,vesicle
754,vesicle
755,vesicle
756,vesicle
757,vesicle
758,vesicle
759,vesicle
760,vesicle
761,vesicle
762,vesicle
763,vesicle
764,fiber
765,fiber
766,fiber
767,vesicle
768,vesicle
769,vesicle
770,vesicle
771,vesicle
772,fiber
773,fiber
774,vesicle
775,vesicle
776,vesicle
777,vesicle
778,vesicle
779,vesicle
780,vesicle
781,vesicle
782,vesicle
783,vesicle
784,fiber
785,fiber
786,fiber
787,fiber
788,fiber
789,fiber
790,fiber
791,vesicle
792,vesicle
793,vesicle
794,vesicle
795,vesicle
796,fiber
797,vesicle
798,vesicle
799,vesicle
800,vesicle
801,vesicle
802,fiber
803,fiber
804,vesicle
805,fiber
806,vesicle
807,vesicle
808,fiber
809,vesicle
810,vesicle
811,vesicle
812,vesicle
813,vesicle
814,vesicle
815,vesicle
816,fiber
817,fiber
818,fiber
819,fiber
820,fiber
821,vesicle
822,vesicle
823,vesicle
824,vesicle
825,vesicle
826,fiber
827,vesicle
828,vesicle
829,vesicle
830,vesicle
831,vesicle
832,vesicle
833,fiber
834,vesicle
835,fiber
836,vesicle
837,vesicle
838,vesicle
839,vesicle
840,vesicle
841,vesicle
842,vesicle
843,vesicle
844,vesicle
845,vesicle
846,vesicle
847,vesicle
848,vesicle
849,vesicle
850,vesicle
851,vesicle
852,vesicle
853,vesicle
854,vesicle
855,vesicle
856,vesicle
857,vesicle
858,vesicle
859,vesicle
860,vesicle
861,vesicle
862,vesicle
863,vesicle
864,vesicle
865,fiber
866,fiber
867,vesicle
868,vesicle
869,vesicle
870,vesicle
871,vesicle
872,vesicle
873,fiber
874,vesicle
875,vesicle
876,vesicle
877,vesicle
878,vesicle
879,vesicle
880,vesicle
881,vesicle
882,vesicle
883,vesicle
884,vesicle
885,vesicle
886,vesicle
887,vesicle
888,vesicle
889,vesicle
890,vesicle
891,vesicle
892,vesicle
893,vesicle
894,vesicle
895,vesicle
896,vesicle
897,vesicle
898,vesicle
899,vesicle
900,vesicle
901,vesicle
902,vesicle
903,vesicle
904,vesicle
905,vesicle
906,fiber
907,vesicle
908,vesicle
909,vesicle
910,vesicle
911,vesicle
912,vesicle
913,vesicle
914,fiber
915,vesicle
916,vesicle
917,vesicle
918,vesicle
919,vesicle
920,vesicle
921,vesicle
922,vesicle
923,vesicle
924,vesicle
925,vesicle
926,vesicle
927,vesicle
928,vesicle
929,vesicle
930,vesicle
931,vesicle
932,vesicle
933,vesicle
934,vesicle
935,vesicle
936,vesicle
937,vesicle
938,vesicle
939,vesicle
940,vesicle
941,vesicle
942,vesicle
943,vesicle
944,fiber
945,vesicle
946,vesicle
947,vesicle
948,vesicle
949,vesicle
950,vesicle
951,vesicle
952,vesicle
953,vesicle
954,vesicle
955,vesicle
956,vesicle
957,vesicle
958,vesicle
959,vesicle
960,vesicle
961,vesicle
962,vesicle
963,vesicle
964,vesicle
965,vesicle
966,vesicle
967,vesicle
968,vesicle
969,vesicle
970,vesicle
971,vesicle
972,vesicle
973,vesicle
974,vesicle
975,vesicle
976,vesicle
977,vesicle
978,vesicle
979,vesicle
980,vesicle
981,vesicle
982,vesicle
983,vesicle
984,vesicle
985,vesicle
986,vesicle
987,vesicle
988,vesicle
989,vesicle
990,vesicle
991,vesicle
992,vesicle
993,vesicle
994,vesicle
995,vesicle
996,vesicle
997,vesicle
998,vesicle
999,vesicle
1000,vesicle
1001,vesicle
1002,vesicle
1003,vesicle
1004,vesicle
1005,vesicle
1006,vesicle
1007,vesicle
1008,vesicle
1009,vesicle
1010,vesicle
1011,vesicle
1012,vesicle
1013,vesicle
1014,vesicle
1015,vesicle
1016,vesicle
1017,vesicle
1018,vesicle
1019,vesicle
1020,vesicle
1021,vesicle
1022,vesicle
1023,vesicle
1024,vesicle
1025,vesicle
1026,vesicle
1027,vesicle
1028,vesicle
1029,vesicle
1030,vesicle
1031,vesicle
1032,vesicle
1033,vesicle
1034,vesicle
1035,vesicle
1036,vesicle
1037,vesicle
1038,vesicle
1039,vesicle
1040,vesicle
1041,vesicle
1042,vesicle
1043,vesicle
1044,vesicle
1045,vesicle
1046,vesicle
1047,vesicle
1048,vesicle
1049,vesicle
1050,vesicle
1051,vesicle
1052,vesicle
1053,vesicle
1054,vesicle
1055,vesicle
1056,vesicle
1057,vesicle
1058,vesicle
1059,vesicle
1060,vesicle
1061,vesicle
1062,vesicle
1063,vesicle
1064,vesicle
1065,vesicle
1066,vesicle
1067,vesicle
1068,vesicle
1069,vesicle
1070,vesicle
1071,vesicle
1072,vesicle
1073,vesicle
1074,vesicle
1075,vesicle
1076,vesicle
1077,vesicle
1078,vesicle
1079,vesicle
1080,vesicle
1081,vesicle
1082,vesicle
1083,vesicle
1084,vesicle
1085,vesicle
1086,vesicle
1087,vesicle
1088,vesicle
1089,vesicle
1090,vesicle
1091,vesicle
1092,vesicle
1093,vesicle
1094,vesicle
1095,vesicle
1096,vesicle
1097,vesicle
1098,vesicle
1099,vesicle
1100,vesicle
1101,vesicle
1102,vesicle
1103,vesicle
1104,vesicle
1105,vesicle
1106,vesicle
1107,vesicle
1108,vesicle
1109,vesicle
1110,vesicle
1111,vesicle
1112,vesicle
1113,vesicle
1114,vesicle
1115,vesicle
1116,vesicle
1117,vesicle
1118,vesicle
1119,vesicle
1120,vesicle
1121,vesicle
1122,vesicle
1123,vesicle
1124,vesicle
1125,vesicle
1126,vesicle
1127,vesicle
1128,vesicle
1129,vesicle
1130,vesicle
1131,vesicle
1132,vesicle
1133,vesicle
1134,vesicle
1135,vesicle
1136,vesicle
1137,vesicle
1138,vesicle
1139,vesicle
1140,vesicle
1141,vesicle
1142,vesicle
1143,vesicle
1144,vesicle
1145,vesicle
1146,vesicle
1147,vesicle
1148,vesicle
1149,vesicle
1150,vesicle
1151,vesicle
1152,vesicle
1153,vesicle
1154,vesicle
1155,vesicle
1156,vesicle
1157,vesicle
1158,vesicle
1159,vesicle
1160,vesicle
1161,vesicle
1162,vesicle
1163,vesicle
1164,vesicle
1165,vesicle
1166,vesicle
1167,vesicle
1168,vesicle
1169,vesicle
1170,vesicle
1171,vesicle
1172,vesicle
1173,vesicle
1174,vesicle
1175,vesicle
1176,vesicle
1177,vesicle
1178,vesicle
1179,vesicle
1180,vesicle
1181,vesicle
1182,vesicle
1183,vesicle
1184,vesicle
1185,vesicle
1186,vesicle
1187,vesicle
1188,vesicle
1189,vesicle
1190,vesicle
1191,vesicle
1192,vesicle
1193,vesicle
1194,vesicle
1195,vesicle
1196,vesicle
1197,vesicle
1198,vesicle
1199,vesicle
1200,vesicle
1201,vesicle
1202,vesicle
1203,vesicle
1204,vesicle
1205,vesicle
1206,vesicle
1207,vesicle
1208,vesicle
1209,vesicle
1210,vesicle
1211,vesicle
1212,vesicle
1213,vesicle
1214,vesicle
1215,vesicle
1216,vesicle
1217,vesicle
1218,vesicle
1219,vesicle
1220,vesicle
1221,vesicle
1222,vesicle
1223,vesicle
1224,vesicle
1225,vesicle
1226,vesicle
1227,vesicle
1228,vesicle
1229,vesicle
1230,vesicle
1231,vesicle
1232,vesicle
1233,vesicle
1234,vesicle
1235,vesicle
1236,vesicle
1237,vesicle
1238,vesicle
1239,vesicle
1240,vesicle
1241,vesicle
1242,vesicle
1243,vesicle
1244,vesicle
1245,vesicle
1246,vesicle
1247,vesicle
1248,vesicle
1249,vesicle
1250,vesicle
1251,vesicle
1252,vesicle
1253,vesicle
1254,vesicle
1255,vesicle
1256,vesicle
1257,vesicle
1258,vesicle
1259,vesicle
1260,vesicle
1261,vesicle
1262,vesicle
1263,vesicle
1264,vesicle
1265,vesicle
1266,vesicle
1267,vesicle
1268,vesicle
1269,vesicle
1270,vesicle
1271,vesicle
1272,vesicle
1273,vesicle
1274,vesicle
1275,vesicle
1276,vesicle
1277,vesicle
1278,vesicle
1279,vesicle
1280,vesicle
1281,vesicle
1282,vesicle
1283,vesicle
1284,vesicle
1285,vesicle
1286,vesicle
1287,vesicle
1288,vesicle
1289,vesicle
1290,vesicle
1291,vesicle
1292,vesicle
1293,vesicle
1294,vesicle
1295,vesicle
1296,vesicle
1297,vesicle
1298,vesicle
1299,vesicle
1300,vesicle
1301,vesicle
1302,vesicle
1303,vesicle
1304,vesicle
1305,vesicle
1306,vesicle
1307,vesicle
1308,vesicle
1309,vesicle
1310,vesicle
1311,vesicle
1312,vesicle
1313,vesicle
1314,vesicle
1315,vesicle
1316,vesicle
1317,vesicle
1318,vesicle
1319,vesicle
1320,vesicle
1321,vesicle
1322,vesicle
1323,vesicle
1324,vesicle
1325,vesicle
1326,vesicle
1327,vesicle
1328,vesicle
1329,vesicle
1330,vesicle
1331,vesicle
1332,vesicle
1333,vesicle
1334,fiber
1335,vesicle
1336,vesicle
1337,vesicle
1338,vesicle
1339,vesicle
1340,vesicle
1341,vesicle
1342,vesicle
1343,vesicle
1344,vesicle
1345,vesicle
1346,vesicle
1347,vesicle
1348,vesicle
1349,vesicle
1350,vesicle
1351,vesicle
1352,vesicle
1353,vesicle
1354,vesicle
1355,vesicle
1356,vesicle
1357,vesicle
1358,vesicle
1359,vesicle
1360,vesicle
1361,vesicle
1362,vesicle
1363,vesicle
1364,vesicle
1365,vesicle
1366,vesicle
1367,vesicle
1368,vesicle
1369,vesicle
1370,vesicle
1371,fiber
1372,vesicle
1373,vesicle
1374,vesicle
1375,vesicle
1376,vesicle
1377,vesicle
1378,vesicle
1379,vesicle
1380,vesicle
1381,vesicle
1382,vesicle
1383,vesicle
1384,vesicle
1385,vesicle
1386,vesicle
1387,vesicle
1388,vesicle
1389,vesicle
1390,vesicle
1391,vesicle
1392,vesicle
1393,vesicle
1394,vesicle
1395,vesicle
1396,vesicle
1397,vesicle
1398,vesicle
1399,vesicle
1400,vesicle
1401,vesicle
1402,vesicle
1403,vesicle
1404,vesicle
1405,vesicle
1406,vesicle
1407,vesicle
1408,vesicle
1409,vesicle
1410,vesicle
1411,vesicle
1412,vesicle
1413,vesicle
1414,fiber
1415,vesicle
1416,vesicle
1417,vesicle
1418,vesicle
1419,vesicle
1420,vesicle
1421,vesicle
1422,vesicle
1423,vesicle
1424,fiber
1425,vesicle
1426,vesicle
1427,vesicle
1428,fiber
1429,vesicle
1430,vesicle
1431,vesicle
1432,vesicle
1433,vesicle
1434,vesicle
1435,vesicle
1436,fiber
1437,fiber
1438,fiber
1439,fiber
1440,vesicle
1441,vesicle
1442,vesicle
1443,vesicle
1444,vesicle
1445,vesicle
1446,vesicle
1447,vesicle
1448,fiber
1449,fiber
1450,vesicle
1451,vesicle
1452,vesicle
1453,vesicle
1454,fiber
1455,vesicle
1456,vesicle
1457,vesicle
1458,vesicle
1459,vesicle
1460,vesicle
1461,fiber
1462,fiber
1463,vesicle
1464,fiber
1465,fiber
1466,fiber
1467,vesicle
1468,vesicle
1469,fiber
1470,vesicle
1471,vesicle
1472,vesicle
1473,vesicle
1474,vesicle
1475,vesicle
1476,fiber
1477,vesicle
1478,fiber
1479,vesicle
1480,vesicle
1481,fiber
1482,vesicle
1483,vesicle
1484,vesicle
1485,vesicle
1486,vesicle
1487,vesicle
1488,vesicle
1489,vesicle
1490,vesicle
1491,vesicle
1492,vesicle
1493,vesicle
1494,vesicle
1495,vesicle
1496,vesicle
1497,vesicle
1498,vesicle
1499,vesicle
1500,vesicle
1501,vesicle
1502,vesicle
1503,fiber
1504,vesicle
1505,vesicle
1506,vesicle
1507,vesicle
1508,fiber
1509,vesicle
1510,vesicle
1511,vesicle
1512,vesicle
1513,vesicle
1514,vesicle
1515,vesicle
1516,vesicle
1517,fiber
1518,fiber
1519,fiber
1520,vesicle
1521,vesicle
1522,fiber
1523,fiber
1524,vesicle
1525,vesicle
1526,fiber
1527,vesicle
1528,vesicle
1529,vesicle
1530,vesicle
1531,vesicle
1532,vesicle
1533,vesicle
1534,vesicle
1535,vesicle
1536,vesicle
1537,vesicle
1538,vesicle
1539,fiber
1540,vesicle
1541,vesicle
1542,vesicle
1543,vesicle
1544,vesicle
1545,vesicle
1546,vesicle
1547,vesicle
1548,vesicle
1549,vesicle
1550,vesicle
1551,vesicle
1552,vesicle
1553,vesicle
1554,vesicle
1555,vesicle
1556,vesicle
1557,vesicle
1558,vesicle
1559,vesicle
1560,vesicle
1561,vesicle
1562,vesicle
1563,vesicle
1564,vesicle
1565,vesicle
1566,vesicle
1567,vesicle
1568,vesicle
1569,vesicle
1570,vesicle
1571,vesicle
1572,vesicle
1573,vesicle
1574,vesicle
1575,vesicle
1576,vesicle
1577,vesicle
1578,vesicle
1579,vesicle
1580,fiber
1581,fiber
1582,fiber
1583,vesicle
1584,fiber
1585,fiber
1586,vesicle
1587,vesicle
1588,vesicle
1589,vesicle
1590,vesicle
1591,fiber
1592,fiber
1593,fiber
1594,fiber
1595,fiber
1596,fiber
1597,fiber
1598,fiber
1599,fiber
1600,fiber
1601,fiber
1602,fiber
1603,fiber
1604,fiber
1605,fiber
1606,fiber
1607,fiber
1608,fiber
1609,fiber
1610,fiber
1611,fiber
1612,fiber
1613,fiber
1614,fiber
1615,fiber
1616,fiber
1617,vesicle
1618,fiber
1619,fiber
1620,fiber
1621,fiber
1622,vesicle
1623,vesicle
1624,vesicle
1625,fiber
1626,fiber
1627,fiber
1628,fiber
1629,fiber
1630,vesicle
1631,vesicle
1632,vesicle
1633,fiber
1634,vesicle
1635,fiber
1636,fiber
1637,fiber
1638,fiber
1639,fiber
1640,vesicle
1641,fiber
1642,fiber
1643,fiber
1644,fiber
1645,fiber
1646,fiber
1647,fiber
1648,fiber
1649,fiber
1650,vesicle
1651,vesicle
1652,vesicle
1653,fiber
1654,fiber
1655,fiber
1656,fiber
1657,vesicle
1658,fiber
1659,vesicle
1660,vesicle
1661,vesicle
1662,vesicle
1663,fiber
1664,vesicle
1665,vesicle
1666,vesicle
1667,vesicle
1668,fiber
1669,fiber
1670,vesicle
1671,vesicle
1672,vesicle
1673,fiber
1674,fiber
1675,fiber
1676,vesicle
1677,fiber
1678,fiber
1679,vesicle
1680,vesicle
1681,vesicle
1682,vesicle
1683,vesicle
1684,fiber
1685,fiber
1686,fiber
1687,vesicle
1688,vesicle
1689,fiber
1690,fiber
1691,fiber
1692,fiber
1693,vesicle
1694,vesicle
1695,vesicle
1696,fiber
1697,fiber
1698,vesicle
1699,vesicle
1700,fiber
1701,vesicle
1702,vesicle
1703,vesicle
1704,fiber
1705,fiber
1706,fiber
1707,fiber
1708,fiber
1709,vesicle
1710,vesicle
1711,fiber
1712,vesicle
1713,vesicle
1714,vesicle
1715,vesicle
1716,vesicle
1717,vesicle
1718,vesicle
1719,vesicle
1720,vesicle
1721,vesicle
1722,vesicle
1723,fiber
1724,vesicle
1725,vesicle
1726,vesicle
1727,vesicle
1728,vesicle
1729,vesicle
1730,vesicle
1731,vesicle
1732,vesicle
1733,vesicle
1734,vesicle
1735,vesicle
1736,vesicle
1737,vesicle
1738,vesicle
1739,vesicle
1740,vesicle
1741,vesicle
1742,vesicle
1743,vesicle
1744,vesicle
1745,vesicle
1746,vesicle
1747,vesicle
1748,vesicle
1749,vesicle
1750,vesicle
1751,vesicle
1752,vesicle
1753,vesicle
1754,vesicle
1755,vesicle
1756,vesicle
1757,vesicle
1758,vesicle
1759,fiber
1760,fiber
1761,vesicle
1762,fiber
1763,fiber
1764,vesicle
1765,vesicle
1766,vesicle
1767,vesicle
1768,vesicle
1769,vesicle
1770,vesicle
1771,vesicle
1772,fiber
1773,vesicle
1774,vesicle
1775,vesicle
1776,vesicle
1777,vesicle
1778,vesicle
1779,vesicle
1780,vesicle
1781,vesicle
1782,vesicle
1783,vesicle
1784,vesicle
1785,vesicle
1786,vesicle
1787,vesicle
1788,vesicle
1789,vesicle
1790,vesicle
1791,vesicle
1792,vesicle
1793,vesicle
1794,vesicle
1795,vesicle
1796,vesicle
1797,fiber
1798,vesicle
1799,vesicle
1800,vesicle
1801,vesicle
1802,vesicle
1803,vesicle
1804,vesicle
1805,vesicle
1806,vesicle
1807,vesicle
1808,vesicle
1809,vesicle
1810,vesicle
1811,vesicle
1812,vesicle
1813,vesicle
1814,vesicle
1815,vesicle
1816,vesicle
1817,vesicle
1818,vesicle
1819,vesicle
1820,vesicle
1821,vesicle
1822,vesicle
1823,vesicle
1824,vesicle
1825,vesicle
1826,vesicle
1827,vesicle
1828,vesicle
1829,vesicle
1830,vesicle
1831,vesicle
1832,vesicle
1833,vesicle
1834,vesicle
1835,vesicle
1836,vesicle
1837,vesicle
1838,vesicle
1839,vesicle
1840,vesicle
1841,vesicle
1842,vesicle
1843,vesicle
1844,vesicle
1845,vesicle
1846,vesicle
1847,vesicle
1848,vesicle
1849,vesicle
1850,vesicle
1851,vesicle
1852,vesicle
1853,vesicle
1854,vesicle
1855,vesicle
1856,vesicle
1857,vesicle
1858,vesicle
1859,vesicle
1860,vesicle
1861,vesicle
1862,vesicle
1863,vesicle
1864,vesicle
1865,vesicle
1866,vesicle
1867,vesicle
1868,vesicle
1869,vesicle
1870,vesicle
1871,vesicle
1872,vesicle
1873,vesicle
1874,vesicle
1875,fiber
1876,vesicle
1877,vesicle
1878,vesicle
1879,fiber
1880,vesicle
1881,vesicle
1882,vesicle
1883,vesicle
1884,vesicle
1885,vesicle
1886,vesicle
1887,fiber
1888,vesicle
1889,fiber
1890,vesicle
1891,vesicle
1892,fiber
1893,vesicle
1894,vesicle
1895,fiber
1896,fiber
1897,vesicle
1898,vesicle
1899,vesicle
1900,fiber
1901,fiber
1902,vesicle
1903,vesicle
1904,vesicle
1905,vesicle
